sample,COSMIC,GDSC1,GDSC2,TCGA,MSI,medium,growth
NCI-H196,1240186,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent
NCI-H1963,688010,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension
NCI-H2029,688011,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
NCI-H2066,1330973,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
NCI-H209,688013,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H211,1240189,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Adherent
NCI-H2141,688014,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension
NCI-H2196,908481,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent
NCI-H2227,688018,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Semi-Adherent
NCI-H250,924241,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H345,688021,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension
NCI-H378,688022,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H446,688023,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Semi-Adherent
NCI-H510A,753605,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Semi-Adherent
NCI-H524,908483,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H526,688025,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H64,688026,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension
NCI-H69,688027,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H748,909194,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H82,688031,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H841,1240192,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
NCI-H847,1240193,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
SBC-1,713885,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
SBC-3,753610,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
SBC-5,713880,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
H2369,1290808,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2373,1290809,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2461,1290810,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2591,1240131,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2595,1240132,lung,mesothelioma,MESO,MSS/MSI-L,R+10,Adherent
H2722,1290812,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2731,1240134,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2795,1290813,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2803,1240135,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2804,1240136,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2810,1240137,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2818,1290814,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H2869,1240138,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H290,1240139,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
H513,1240141,lung,mesothelioma,MESO,MSS/MSI-L,R,Semi-Adherent
IST-MES1,907173,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent
MPP-89,908150,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent
MSTO-211H,908152,lung,mesothelioma,MESO,MSS/MSI-L,R+10,Adherent
NCI-H2052,688058,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
NCI-H2452,908462,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
NCI-H28,908470,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent
42-MG-BA,687561,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
8-MG-BA,687562,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
A172,687563,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
AM-38,910933,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Semi-Adherent
Becker,906746,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
CAS-1,910943,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
CCF-STTG1,906823,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
D-247MG,946367,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
D-263MG,946368,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
D-336MG,946369,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
D-392MG,946370,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
D-502MG,946373,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
D-542MG,753549,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
D-566MG,946377,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
DBTRG-05MG,906835,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
DK-MG,906839,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
GAMG,906868,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
GB-1,687568,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
GI-1,906871,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
GMS-10,906873,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
H4,907042,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
Hs683,1240150,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
KALS-1,907271,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent
KINGS-1,907279,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent
KNS-42,907282,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
KNS-81-FD,924188,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
KS-1,907313,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
LN-18,1240168,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
LN-229,1240169,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
LN-405,910694,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
LNZTA3WT4,1240170,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
M059J,949094,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
MOG-G-CCM,908144,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
MOG-G-UVW,908145,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
NMC-G1,908449,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
no-10,908452,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
no-11,908450,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
SF126,909712,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
SF268,905986,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
SF295,905985,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
SF539,905984,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent
SK-MG-1,909729,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
SNB75,905982,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent
SW1088,909745,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
SW1783,909750,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent
T98G,687586,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
U-118-MG,687588,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
U251,905983,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
U-87-MG,687590,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
YH-13,909905,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
YKG-1,687592,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
D-283MED,906834,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent
Daoy,906833,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent
ONS-76,909248,nervous_system,medulloblastoma,MB,MSS/MSI-L,R,Adherent
PFSK-1,683667,nervous_system,medulloblastoma,MB,MSS/MSI-L,R,Adherent
BE2-M17,753616,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
CHP-126,910567,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Suspension
CHP-134,910941,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Suspension
CHP-212,906820,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
GI-ME-N,906872,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
GOTO,906875,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
IMR-5,907170,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
KELLY,753618,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
KP-N-YN,907314,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
LAN-6,949170,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
MHH-NB-11,908135,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
NB(TU)1-10,1240181,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
NB1,949179,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Semi-Adherent
NB10,949171,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB12,949172,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB13,949177,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB14,949178,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB17,949175,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB5,949176,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB6,949173,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB69,908440,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NB7,949174,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
NH-12,908447,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
SIMA,753620,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
SK-N-AS,724828,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
SK-N-DZ,688086,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
SK-N-FI,688087,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
SK-N-SH,717431,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
TGW,910780,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
AsPC-1,910702,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
BxPC-3,906693,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
CAPAN-1,753624,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
Capan-2,910915,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
CFPAC-1,906821,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
DAN-G,1290797,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
HPAC,1298136,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
HPAF-II,724869,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
Hs766T,1298141,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
HuP-T3,907285,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
HuP-T4,907286,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
KP-1N,1298216,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
KP-3,1298219,pancreas,pancreas,,MSS/MSI-L,R,Adherent
KP-4,753572,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
MIA-PaCa-2,724870,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
MZ1-PC,753595,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PANC-02-03,1298475,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PANC-03-27,925346,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PANC-04-03,1298476,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PANC-08-13,925347,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PANC-10-05,925348,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
PA-TU-8902,1298526,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
PA-TU-8988T,1240201,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
PL18,1240208,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
PL4,1298533,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
PSN1,910546,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
QGP-1,1298534,pancreas,pancreas,,MSS/MSI-L,R,Adherent
SU8686,1240218,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
SUIT-2,1240219,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
SW1990,910907,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent
YAPC,909904,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent
451Lu,1287706,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
A101D,910921,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
A2058,906792,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
A375,906793,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
C32,906830,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
CHL-1,910853,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
COLO-679,906818,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
COLO-792,906814,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
COLO-800,906813,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
COLO-829,687448,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
CP50-MEL-B,753545,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
CP66-MEL,753546,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
G-361,906865,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
GAK,910932,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
G-MEL,1240130,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
HMV-II,907058,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
Hs940-T,1298145,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
HT-144,907067,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
IGR-1,907169,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
IGR-37,1240153,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
IPC-298,907171,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
IST-MEL1,907172,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
LB2518-MEL,753579,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
LB373-MEL-D,753581,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
LOXIMVI,905974,skin,melanoma,SKCM,MSS/MSI-L,R,Semi-Adherent
M14,905975,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
MEL-HO,908124,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
MEL-JUSO,908125,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
Mewo,908128,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
MMAC-SF,925339,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
MZ2-MEL,971777,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
MZ7-mel,753596,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
RPMI-7951,910903,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
RVH-421,909706,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
SH-4,909713,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
SK-MEL-1,909723,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Suspension
SK-MEL-2,905955,skin,melanoma,SKCM,MSI-H,R,Adherent
SK-MEL-24,909725,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
SK-MEL-28,905954,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
SK-MEL-3,909724,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
SK-MEL-30,909726,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
SK-MEL-31,909727,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
SK-MEL-5,905956,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
UACC-257,905977,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
UACC-62,905976,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
WM-115,909784,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
WM1552C,1299078,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
WM278,1240226,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
WM35,1299080,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
WM793B,1299081,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
A388,910697,skin,skin_other,,MSS/MSI-L,D/F12,Adherent
A431,910925,skin,skin_other,,MSS/MSI-L,D/F12,Adherent
DJM-1,906841,skin,skin_other,,MSS/MSI-L,D/F12,Adherent
HT-1080,907064,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent
SW684,909754,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent
A204,910784,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent
A673,684052,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent
KYM-1,1240166,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent
RD,909264,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent
RH-1,971773,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent
RH-18,971774,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent
RH-41,1240210,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent
SJRH30,909716,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent
TE-441-T,924248,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent
G-402,907298,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent
GCT,906999,soft_tissue,soft_tissue_other,,MSS/MSI-L,R,Adherent
MFH-ino,925343,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent
SK-LMS-1,909720,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent
SK-UT-1,909732,soft_tissue,soft_tissue_other,,MSI-H,D/F12,Adherent
SW872,909756,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent
SW982,909759,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent
VA-ES-BJ,688121,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent
8305C,906795,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
8505C,924102,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
ASH-3,1290722,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
BCPAP,924104,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
BHT-101,906696,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
CAL-62,906828,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
CGTH-W-1,910568,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
FTC-133,906864,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
HTC-C3,924151,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
IHH-4,1240154,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Semi-Adherent
K5,924238,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
ML-1,1240178,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
RO82-W-1,930083,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
TT,930299,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent
TT2609-C02,1240223,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
5637,687452,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent
639-V,906798,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
647-V,906797,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
BFTC-905,910926,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
CAL-29,1290730,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
DSH1,753552,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent
HT-1197,907065,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
HT-1376,907066,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
J82,753566,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
KU-19-19,907312,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent
LB831-BLC,753584,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
RT-112,909704,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent
RT4,687455,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
SW1710,909749,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
SW780,687457,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
T-24,724812,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
TCCSUP,687459,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
UM-UC-3,724838,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
VM-CUB-1,909780,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent
C-33-A,687505,urogenital_system,cervix,CESC,MSI-H,D/F12,Adherent
C-4-I,687506,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
CAL-39,924107,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
Ca-Ski,906824,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent
DoTc2-4510,906843,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
HeLa,1298134,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
HT-3,907068,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent
ME-180,687514,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
MS751,1240179,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
SiHa,930297,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
SISO,1240212,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent
SKG-IIIa,930298,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
SW756,724839,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
TC-YIK,946357,urogenital_system,cervix,,MSS/MSI-L,R,Suspension
AN3-CA,910781,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent
COLO-684,910691,urogenital_system,endometrium,UCEC,MSI-H,R,Suspension
EN,1240127,urogenital_system,endometrium,UCEC,MSS/MSI-L,R,Adherent
ESS-1,907000,urogenital_system,endometrium,,MSS/MSI-L,R,Adherent
HEC-1,907051,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent
KLE,924187,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent
MFE-280,908129,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent
MFE-296,908130,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent
MFE-319,1240174,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent
SNG-M,909735,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent
A2780,906804,urogenital_system,ovary,,MSS/MSI-L,R,Semi-Adherent
Caov-4,949090,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
EFO-21,911905,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
EFO-27,906852,urogenital_system,ovary,,MSI-H,R,Adherent
ES-2,1240128,urogenital_system,ovary,,MSS/MSI-L,R,Adherent
FU-OV-1,1240129,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
IGROV-1,905968,urogenital_system,ovary,OV,MSI-H,R,Adherent
JHOS-2,1479995,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
JHOS-3,1480358,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
JHOS-4,1480359,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
KGN,924186,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent
KURAMOCHI,909975,urogenital_system,ovary,,MSS/MSI-L,R,Adherent
OAW-28,946360,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OAW-42,910548,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OC-314,909257,urogenital_system,ovary,OV,MSI-H,R,Adherent
OV-17R,1480361,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OV-56,1480362,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OV-7,1480360,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OV-90,1240197,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OVCA420,1480364,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
OVCAR-3,905933,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVCAR-4,905990,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVCAR-5,905969,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVCAR-8,905991,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVISE,1240198,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVK-18,1480371,urogenital_system,ovary,OV,MSI-H,D/F12,Adherent
