cosmic,sample,TL-2-105,TAK-715,CP466722,BMS-345541,Genentech Cpd 10,GSK429286A,Ruxolitinib,SB-715992,ZSTK474,KIN001-102,CAL-101,GW-2580,BMS-708163,BX-912,LY317615,WZ3105,XMD14-99,CP724714,JW-7-24-1,ABT-869,GSK2126458,PHA-793887,TG101348,QL-XI-92,XMD15-27,QL-XII-47,AC220,EKB-569,Masitinib,OSI-930,XMD13-2,Bleomycin (50 uM),AT-7519,XL-184,NPK76-II-72-1,NG-25,TL-1-85,VX-11e,FR-180204,"Zibotentan, ZD4054",BIX02189,KIN001-236,KIN001-055,KIN001-266,NVP-BHG712,PIK-93,TPCA-1,Y-39983,YM201636,AV-951,GSK690693,KIN001-270,CH5424802,KIN001-244,KIN001-260,SB52334,AS605240,STF-62247,I-BET,MPS-1-IN-1,CX-5461,Tubastatin A,VNLG/124,XL-880,EX-527,THZ-2-49,PFI-1,UNC0638,UNC0638,OSI-027,SN-38,MP470,T0901317,IOX2,5-Fluorouracil,NSC-207895,CAY10603,GSK269962A,SB-505124,Tamoxifen,piperlongumine,PI-103,Phenformin,SNX-2112,BMS-708163,BMS-536924,AR-42,EHT 1864,QL-X-138,CCT007093,AG-014699,AZD6244,TW 37,rTRAIL,XAV 939,JNJ-26854165,PLX4720 (rescreen),CUDC-101,THZ-2-102-1,(5Z)-7-Oxozeaenol,JQ1,CHIR-99021,BMN-673,Afatinib (rescreen),UNC1215,SGC0946,Temozolomide,GSK1070916,"PXD101, Belinostat",PF-4708671,Olaparib (rescreen),YM155,FK866,AZD6482,Etoposide,Vinorelbine,Midostaurin,CCT018159,AP-24534,JNK-9L,JQ1,FTI-277,Trametinib,CHIR-99021,Shikonin,AKT inhibitor VIII,NSC-87877,AZD6482,HG-6-64-1,DMOG,JQ12,Mitomycin C,Embelin,LAQ824,Doxorubicin,QS11,Epothilone B,GSK-1904529A,Bicalutamide,OSU-03012,IPA-3,LFM-A13,GDC0941 (rescreen),Tipifarnib,FH535,BAY 61-3606,Pazopanib,AS601245,BMS-754807,OSI-906,Gemcitabine,Bryostatin 1,Obatoclax Mesylate,Bleomycin,PF-562271,GSK-650394,AUY922,RDEA119 (rescreen),Bicalutamide,PAC-1,Bexarotene,Cetuximab,Dabrafenib,Thapsigargin,Vorinostat,Bosutinib,Lenalidomide,Vinblastine,Cisplatin,Docetaxel,Olaparib,ABT-888,17-AAG,Vismodegib,Camptothecin,Methotrexate,ABT-263,AZD7762,CEP-701,AMG-706,Elesclomol,Afatinib,BX-795,Nutlin-3a,PD-173074,RO-3306,KU-55933,PLX4720,Axitinib,GW 441756,VX-702,JNK Inhibitor VIII,Cytarabine,Gefitinib,NU-7441,NVP-BEZ235,GDC0941,AZD8055,PD-0325901,AICAR,ATRA,RDEA119,CI-1040,BIRB 0796,Temsirolimus,SL 0101-1,SB590885,MK-2206,PD-0332991,AZD6244,FMK,Nilotinib,ZM-447439,YK 4-279,681640,SB 216763,MLN4924,QL-VIII-58,XMD8-92,HG-5-113-01,XMD11-85h,ZG-10,HG-5-88-01,QL-XII-61,PHA-665752,NVP-TAE684,Crizotinib,Imatinib,AZD-0530,AZ628,Parthenolide,KIN001-135,Sorafenib,Bortezomib,GSK269962A,MG-132,Paclitaxel,A-770041,BMS-509744,Pyrimethamine,GW843682X,MS-275,TGX221,Sunitinib,Z-LLNle-CHO,CGP-60474,CGP-082996,WZ-1-84,BMS-536924,CMK,A-443654,S-Trityl-L-cysteine,BI-2536,GNF-2,WH-4-023,Salubrinal,Dasatinib,XMD8-85,Roscovitine,Lapatinib,Cyclopamine,VX-680,JW-7-52-1,Erlotinib,Rapamycin
1480362,OV-56,0.97,0.97,0.84,0.88,0.76,0.98,0.99,0.94,0.78,0.89,0.98,0.99,0.99,0.96,0.86,0.97,0.98,0.99,0.85,0.99,0.82,0.90,0.95,0.97,0.99,0.62,0.99,0.98,0.88,0.98,0.96,0.45,0.74,0.93,0.98,0.95,0.99,0.98,0.99,0.99,0.98,0.99,0.97,0.89,0.97,0.87,0.96,0.96,0.91,0.99,0.96,0.94,0.89,0.92,0.93,0.97,0.99,0.98,0.85,0.95,0.82,0.98,0.99,0.81,0.99,0.73,0.96,0.92,0.88,0.73,0.72,0.99,0.99,0.99,0.81,0.89,0.62,0.97,0.99,0.98,0.80,0.60,0.99,0.79,0.98,0.97,0.63,0.98,0.85,0.99,0.98,0.89,0.46,0.98,0.98,0.89,0.99,0.73,0.46,0.68,0.99,0.93,0.90,0.97,0.99,0.98,0.99,0.99,0.45,0.98,0.98,0.05,0.72,0.91,,,,0.92,,,,,0.74,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,0.80,0.98,,,0.94,0.98,,0.72,0.97,0.99,0.70,0.70,0.84,0.97,0.99,0.60,0.96,0.43,0.97,0.98,0.70,0.79,0.94,0.54,0.99,0.87,0.98,0.98,0.98,0.96,0.95,0.95,0.97,0.99,0.94,0.57,0.99,0.94,0.58,0.91,0.88,0.81,0.92,0.98,0.76,0.83,0.99,0.59,0.99,0.99,0.93,0.73,0.88,,0.99,0.96,0.77,,0.99,,0.56,0.96,0.88,0.98,0.84,0.98,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480364,OVCA420,0.98,0.97,0.95,0.98,0.98,0.98,0.98,0.97,0.91,0.97,0.97,0.98,0.98,0.98,0.90,0.98,0.98,0.97,0.97,0.98,0.92,0.98,0.97,0.98,0.98,0.95,0.98,0.96,0.97,0.98,0.97,0.69,0.96,0.88,0.94,0.89,0.92,0.93,0.93,0.98,0.92,0.97,0.90,0.90,0.95,0.93,0.90,0.97,0.88,0.98,0.98,0.97,0.98,0.85,0.95,0.93,0.97,0.96,0.82,0.91,0.97,0.72,0.97,0.75,0.98,0.82,0.71,0.95,0.93,0.90,0.86,0.94,0.98,0.98,0.93,0.76,0.62,0.85,0.97,0.91,0.83,0.98,0.98,0.49,0.96,0.88,0.40,0.97,0.96,0.98,0.98,0.60,0.73,0.97,0.90,0.95,0.97,0.66,0.58,0.85,0.93,0.98,0.95,0.27,0.97,0.98,0.93,0.98,0.46,0.94,0.95,0.22,0.83,0.93,,,,0.97,,,,,0.30,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,0.61,0.93,,,0.76,0.92,,0.78,0.90,0.98,0.97,0.96,0.95,0.98,0.98,0.73,0.98,0.89,0.98,0.98,0.77,0.83,0.98,0.65,0.58,0.96,0.98,0.98,0.97,0.94,0.98,0.97,0.98,0.98,0.98,0.87,0.83,0.96,0.78,0.70,0.79,0.60,0.98,0.87,0.58,0.85,0.96,0.90,0.98,0.98,0.89,0.95,0.82,,0.97,0.98,0.91,,,0.95,0.71,0.88,0.82,0.90,0.97,0.96,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480371,OVK-18,0.95,0.94,0.92,0.88,0.99,0.99,0.98,0.99,0.79,0.80,0.99,0.99,0.99,0.93,0.96,0.99,0.96,0.99,0.90,0.98,0.82,0.95,0.99,0.96,0.96,0.74,0.98,0.96,0.91,0.91,0.99,0.64,0.93,0.98,0.97,0.97,0.98,0.91,0.98,0.98,0.97,0.97,0.91,0.90,0.98,0.97,0.97,0.98,0.90,0.99,0.93,0.96,0.99,0.89,0.98,0.98,0.94,0.93,0.98,0.96,0.68,0.98,0.98,0.86,0.98,0.99,0.89,0.98,0.87,0.83,0.67,0.93,0.97,0.98,0.70,0.89,0.97,0.87,0.97,0.97,0.69,0.91,0.98,0.97,0.99,0.96,0.98,0.92,0.95,0.96,0.95,0.87,0.32,0.98,0.98,0.91,0.98,0.97,0.98,0.65,0.98,0.98,0.86,0.97,0.98,0.98,0.98,0.99,0.99,0.91,0.96,0.73,0.14,0.83,,,,0.92,,,,,0.87,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,0.82,0.98,,,0.98,0.97,,0.49,0.95,0.93,0.55,0.83,0.75,0.86,0.96,0.59,0.94,0.35,0.98,0.96,0.59,0.77,0.96,0.60,0.98,0.88,0.78,0.90,0.87,0.89,0.99,0.80,0.94,0.97,0.93,0.52,0.96,0.91,0.51,0.61,0.62,0.54,0.87,0.98,0.72,0.65,0.96,0.26,0.97,0.98,0.54,0.79,0.90,,0.96,0.74,0.77,,,0.88,0.30,0.92,0.81,0.96,0.75,0.98,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905956,SK-MEL-5,0.97,0.94,0.91,0.96,0.98,0.97,0.98,0.97,0.82,0.85,0.96,0.98,0.98,0.96,0.92,0.89,0.97,0.97,0.91,0.98,0.81,0.92,0.90,0.98,0.98,0.85,0.98,0.97,0.90,0.98,0.96,0.77,0.88,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.91,0.98,0.98,0.86,0.98,0.98,0.98,0.98,0.98,0.98,0.87,0.98,0.98,0.85,0.80,0.95,0.51,0.73,0.89,0.98,0.98,0.94,0.98,0.95,0.96,0.96,0.98,0.80,0.67,0.96,0.98,0.98,0.93,0.98,0.92,0.79,0.98,0.98,0.59,0.57,0.97,0.91,0.86,0.75,0.96,0.97,0.34,0.98,0.98,0.85,0.94,0.98,0.97,0.97,0.98,0.97,0.94,0.97,0.80,0.51,0.87,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,0.62,0.98,,,0.97,0.37,,0.53,0.89,0.92,0.47,0.84,0.67,0.95,0.94,0.84,0.97,0.59,0.98,0.93,0.70,0.59,0.96,0.66,0.98,0.88,0.83,0.98,0.98,0.92,0.66,0.92,0.94,0.96,0.97,0.90,0.98,0.96,0.73,0.78,0.70,0.48,0.98,0.98,0.50,0.56,0.96,0.75,0.98,0.74,0.86,0.85,0.95,0.97,0.93,0.93,0.74,0.97,,,0.41,0.89,0.82,0.95,0.84,0.94,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479987,DOV13,0.98,0.93,0.91,0.92,0.98,0.98,0.98,0.98,0.91,0.97,0.98,0.98,0.98,0.98,0.93,0.98,0.97,0.98,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.96,0.97,0.98,0.51,0.97,0.94,0.94,0.93,0.94,0.93,0.94,0.98,0.96,0.93,0.91,0.85,0.98,0.96,0.97,0.98,0.91,0.98,0.97,0.97,0.98,0.83,0.96,0.97,0.95,0.97,0.98,0.97,0.87,0.97,0.98,0.75,0.98,0.98,0.80,0.78,0.80,0.82,0.61,0.97,0.97,0.95,0.77,0.96,0.98,0.88,0.86,0.92,0.66,0.97,0.96,0.98,0.98,0.80,0.98,0.93,0.97,0.98,0.97,0.74,0.53,0.75,0.90,0.87,0.88,0.97,0.83,0.63,0.95,0.94,0.70,0.80,0.98,0.98,0.98,0.98,0.98,0.93,0.95,0.62,0.24,0.85,,,,0.86,,,,,0.71,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,0.78,0.94,,,0.97,0.56,,0.72,0.77,0.98,0.63,0.88,0.66,0.98,0.98,0.38,0.98,0.47,0.98,0.91,0.59,0.36,0.96,0.27,0.84,0.80,0.86,0.97,0.94,0.95,0.89,0.93,0.95,0.98,0.95,0.66,0.92,0.92,0.55,0.71,0.72,0.57,0.86,0.93,0.72,0.79,0.95,0.71,0.98,0.98,0.86,0.60,0.81,,0.98,0.86,,,0.97,,0.25,0.87,0.59,0.95,0.61,0.87,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503361,FLO-1,0.96,0.90,0.70,0.84,0.83,0.93,0.97,0.83,0.72,0.89,0.90,0.98,0.97,0.84,0.89,0.62,0.97,0.96,0.78,0.97,0.77,0.84,0.78,0.90,0.94,0.69,0.97,0.83,0.94,0.97,0.93,0.34,0.46,0.86,0.88,0.76,0.84,0.93,0.92,0.97,0.80,0.97,0.90,0.80,0.92,0.68,0.58,0.90,0.82,0.97,0.93,0.95,0.95,0.79,0.92,0.86,0.88,0.96,0.95,0.93,0.94,0.96,0.97,0.56,0.98,0.96,0.82,0.83,0.84,0.68,0.88,0.93,0.97,0.88,0.76,0.80,0.55,0.94,0.95,0.97,0.80,0.60,0.93,0.66,0.98,0.82,0.52,0.90,0.74,0.98,0.96,0.80,0.54,0.83,0.94,0.87,0.89,0.55,0.24,0.67,0.97,0.84,0.81,0.89,0.97,0.97,0.97,0.90,0.53,0.90,0.96,0.04,0.20,0.69,,,,0.90,,,,,0.65,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,0.78,0.94,,,0.95,0.79,,0.62,0.89,0.98,0.51,0.87,0.49,0.97,0.98,0.50,0.95,0.78,0.88,0.88,0.59,0.50,0.89,0.43,0.93,0.80,0.97,0.96,0.92,0.93,0.93,0.92,0.86,0.96,0.96,0.52,0.97,0.91,0.66,0.57,0.64,0.62,0.96,0.97,0.76,0.90,0.80,0.85,0.98,0.97,0.66,0.71,0.80,,0.97,0.88,,,0.95,,0.30,0.88,0.67,0.91,0.55,0.93,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480358,JHOS-3,0.97,0.94,0.89,0.91,0.98,0.98,0.98,0.98,0.84,0.90,0.96,0.97,0.98,0.98,0.75,0.89,0.97,0.98,0.85,0.98,0.81,0.95,0.92,0.96,0.98,0.81,0.95,0.92,0.96,0.98,0.97,0.87,0.85,0.94,0.95,0.94,0.97,0.89,0.93,0.97,0.90,0.98,0.90,0.92,0.94,0.78,0.89,0.98,0.87,0.98,0.98,0.98,0.96,0.94,0.98,0.98,0.95,0.98,0.94,0.94,0.98,0.98,0.96,0.72,0.98,0.98,0.94,0.92,0.89,0.75,0.82,0.95,0.97,0.97,0.94,0.90,0.88,0.90,0.98,0.98,0.83,0.78,0.97,0.89,0.98,0.89,0.90,0.96,0.75,0.98,0.97,0.73,0.81,0.97,0.91,0.91,0.96,0.82,0.79,0.75,0.98,0.91,0.90,0.90,0.98,0.98,0.98,0.96,0.82,0.97,0.96,0.07,0.95,0.93,,,,0.98,,,,,0.42,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,0.77,0.97,,,0.96,0.98,,0.96,0.98,0.98,0.96,0.93,0.92,0.98,0.98,0.88,0.98,0.87,0.98,0.91,0.78,0.92,0.96,0.89,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.95,0.98,0.95,0.82,0.97,0.98,0.90,0.83,0.88,0.72,0.90,0.95,0.72,0.83,0.98,0.90,0.98,0.98,0.89,0.98,0.98,,,,0.89,,0.98,0.97,0.46,0.96,0.86,0.93,0.81,0.84,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509074,NCC021,0.98,0.98,0.84,0.96,0.85,0.85,0.98,0.98,0.63,0.91,0.85,0.97,0.95,0.96,0.98,0.98,0.96,0.97,0.76,0.97,0.53,0.99,0.81,0.93,0.96,0.84,0.98,0.85,0.89,0.97,0.96,0.49,0.97,0.87,0.92,0.81,0.88,0.96,0.97,0.97,0.92,0.98,0.97,0.87,0.95,0.77,0.82,0.90,0.91,0.98,0.95,0.91,0.92,0.83,0.98,0.98,0.93,0.84,0.96,0.96,0.98,0.96,0.98,0.57,0.99,0.61,0.96,0.96,0.85,0.40,0.73,0.91,0.98,0.97,0.97,0.92,0.46,0.95,0.97,0.98,0.82,0.45,0.98,0.82,0.63,0.90,0.50,0.97,0.79,0.98,0.98,0.97,0.73,0.98,0.95,0.93,0.97,0.63,0.83,0.77,0.98,0.86,0.86,0.98,0.98,0.98,0.98,0.98,0.35,0.99,0.98,0.30,0.97,0.72,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.91,0.98,,,0.96,0.94,,0.77,0.98,0.98,0.88,0.95,0.91,0.97,0.98,0.95,0.97,0.72,0.98,0.82,0.74,0.89,0.94,0.81,0.98,0.73,0.97,0.90,0.95,0.91,0.95,0.93,0.97,0.98,0.97,0.84,0.98,0.95,0.75,0.72,0.79,0.92,0.92,0.97,0.92,0.93,0.96,0.84,0.98,0.98,0.71,0.94,0.98,,0.99,0.98,0.78,,,0.97,0.72,0.97,0.86,0.97,0.92,0.94,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480361,OV-17R,0.95,0.90,0.81,0.89,0.75,0.98,0.98,0.94,0.64,0.89,0.84,0.97,0.98,0.92,0.75,0.97,0.98,0.88,0.63,0.96,0.76,0.98,0.75,0.96,0.98,0.70,0.97,0.93,0.80,0.96,0.92,0.64,0.95,0.88,0.89,0.78,0.82,0.95,0.96,0.97,0.93,0.95,0.98,0.70,0.86,0.76,0.86,0.94,0.86,0.98,0.94,0.96,0.95,0.73,0.96,0.88,0.97,0.94,0.71,0.91,0.97,0.90,0.98,0.63,0.97,0.30,0.60,0.94,0.88,0.42,0.67,0.58,0.97,0.97,0.90,0.87,0.44,0.97,0.98,0.98,0.76,0.55,0.95,0.64,0.98,0.97,0.46,0.96,0.70,0.98,0.98,0.90,0.59,0.77,0.85,0.95,0.97,0.43,0.78,0.74,0.92,0.95,0.78,0.93,0.98,0.97,0.97,0.94,0.33,0.97,0.92,0.06,0.96,0.94,,,,0.98,,,,,0.76,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,0.96,0.97,,,0.94,0.97,,0.61,0.95,0.98,0.96,0.94,0.95,0.98,0.98,0.96,0.98,0.90,0.98,0.97,0.65,0.81,0.89,0.40,0.95,0.92,0.96,0.96,0.92,0.93,0.98,0.95,0.83,0.98,0.97,0.70,0.98,0.96,0.79,0.76,0.82,0.78,0.98,0.98,0.87,0.95,0.88,0.93,0.98,0.98,0.71,0.95,0.97,,,,0.81,,0.98,0.97,0.77,0.80,0.89,0.94,0.94,0.96,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480372,PEO1,0.97,0.95,0.76,0.91,0.95,0.97,0.98,0.87,0.80,0.94,0.96,0.97,0.98,0.89,0.89,0.99,0.98,0.98,0.92,0.98,0.99,0.99,0.99,0.99,0.98,0.84,0.99,0.98,0.96,0.98,0.95,0.36,0.69,0.92,0.83,0.85,0.94,0.90,0.99,0.98,0.95,0.95,0.99,0.84,0.91,0.81,0.91,0.98,0.98,0.99,0.99,0.97,0.98,0.82,0.93,0.97,0.86,0.94,0.84,0.91,0.98,0.98,0.98,0.64,0.98,0.98,0.84,0.82,0.90,0.98,0.56,0.93,0.96,0.98,0.96,0.81,0.51,0.85,0.99,0.96,0.75,0.99,0.94,0.92,0.98,0.90,0.54,0.99,0.99,0.99,0.99,0.91,0.45,0.97,0.97,0.96,0.98,0.39,0.97,0.43,0.98,0.97,0.80,0.89,0.98,0.99,0.99,0.94,0.41,0.99,0.92,0.05,0.99,0.99,,,,0.93,,,,,0.58,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.81,0.98,,,0.97,0.97,,0.82,0.90,0.99,0.56,0.86,0.85,0.99,0.99,0.76,0.99,0.45,0.90,0.95,0.51,0.68,0.95,0.51,0.87,0.89,0.99,0.99,0.92,0.96,0.99,0.94,0.85,0.99,0.96,0.55,0.98,0.97,0.80,0.89,0.86,0.77,0.90,0.99,0.83,0.91,0.92,0.88,0.99,0.99,0.82,0.83,0.99,,0.99,0.91,0.75,,,,0.24,0.89,0.65,0.93,0.61,0.89,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524418,RCC-AB,0.94,0.83,0.72,0.85,0.68,0.97,0.98,0.73,0.49,0.82,0.76,0.95,0.97,0.83,0.49,0.91,0.95,0.77,0.38,0.97,0.52,0.87,0.72,0.86,0.96,0.57,0.96,0.59,0.79,0.95,0.80,0.66,0.76,0.88,0.93,0.81,0.84,0.85,0.91,0.97,0.88,0.95,0.89,0.84,0.87,0.80,0.80,0.93,0.82,0.97,0.79,0.92,0.94,0.84,0.94,0.83,0.82,0.84,0.83,0.91,0.75,0.90,0.97,0.54,0.98,0.41,0.88,0.98,0.82,0.18,0.61,0.17,0.98,0.97,0.78,0.83,0.35,0.95,0.98,0.96,0.67,0.32,0.81,0.56,0.95,0.97,0.43,0.92,0.45,0.98,0.98,0.85,0.57,0.98,0.93,0.93,0.72,0.46,0.42,0.56,0.98,0.91,0.77,0.69,0.98,0.98,0.98,0.90,0.25,0.98,0.92,0.05,0.89,0.94,,,,0.95,,,,,0.77,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,0.90,0.91,,,0.94,0.35,,0.62,0.92,0.98,0.89,0.95,0.84,0.98,0.98,0.85,0.97,0.64,0.98,0.93,0.69,0.69,0.95,0.78,0.82,0.92,0.83,0.98,0.94,0.94,0.98,0.97,0.96,0.95,0.96,0.95,0.98,0.92,0.48,0.75,0.70,0.79,0.96,0.98,0.81,0.98,0.90,0.88,0.98,0.98,0.78,0.82,0.96,,0.98,0.97,0.80,,,,0.49,0.91,0.88,0.96,0.80,0.98,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524414,RCC-FG2,0.98,0.92,0.83,0.91,0.74,0.98,0.98,0.92,0.64,0.86,0.87,0.98,0.98,0.94,0.76,0.98,0.97,0.98,0.61,0.97,0.77,0.98,0.72,0.94,0.98,0.81,0.98,0.86,0.81,0.98,0.95,0.83,0.96,0.93,0.94,0.84,0.90,0.96,0.95,0.98,0.91,0.97,0.96,0.86,0.94,0.87,0.84,0.95,0.84,0.98,0.88,0.97,0.97,0.92,0.97,0.98,0.89,0.74,0.97,0.96,0.98,0.98,0.98,0.62,0.98,0.81,0.93,0.98,0.89,0.46,0.83,0.94,0.98,0.96,0.95,0.98,0.58,0.93,0.91,0.96,0.78,0.87,0.96,0.70,0.98,0.90,0.63,0.94,0.79,0.92,0.98,0.93,0.57,0.74,0.82,0.75,0.93,0.83,0.76,0.78,0.98,0.84,0.89,0.87,0.96,0.97,0.97,0.96,0.48,0.95,0.97,0.36,0.91,0.39,,,,0.96,,,,,0.69,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.84,0.96,,,0.94,0.77,,0.81,0.87,0.97,0.81,0.75,0.98,0.97,0.97,0.78,0.98,0.62,0.98,0.90,0.72,0.59,0.87,0.46,0.98,0.86,0.98,0.93,0.97,0.84,0.92,0.92,0.86,0.96,0.88,0.65,0.92,0.84,0.57,0.71,0.80,0.76,0.89,0.96,0.90,0.87,0.90,0.55,0.97,0.98,0.54,0.78,0.88,,0.97,0.93,,,0.97,,0.62,0.96,0.82,0.97,0.80,0.96,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524415,RCC-JF,0.97,0.84,0.71,0.86,0.71,0.73,0.98,0.75,0.52,0.87,0.83,0.98,0.98,0.83,0.80,0.93,0.98,0.94,0.46,0.98,0.60,0.81,0.69,0.87,0.97,0.57,0.98,0.52,0.78,0.97,0.96,0.60,0.73,0.94,0.92,0.86,0.90,0.92,0.95,0.98,0.90,0.97,0.87,0.85,0.96,0.81,0.81,0.71,0.91,0.98,0.91,0.97,0.96,0.89,0.96,0.84,0.83,0.92,0.91,0.89,0.81,0.95,0.98,0.64,0.98,0.41,0.94,0.94,0.89,0.27,0.55,0.75,0.98,0.97,0.67,0.77,0.38,0.36,0.92,0.98,0.74,0.48,0.92,0.34,0.97,0.93,0.45,0.95,0.46,0.96,0.93,0.69,0.48,0.95,0.94,0.76,0.96,0.55,0.35,0.59,0.98,0.89,0.61,0.83,0.98,0.98,0.94,0.96,0.33,0.97,0.88,0.03,0.42,0.33,,,,0.89,,,,,0.50,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,0.72,0.98,,,0.85,0.72,,0.68,0.71,0.98,0.55,0.53,0.70,0.88,0.96,0.49,0.97,0.35,0.98,0.93,0.55,0.43,0.96,0.27,0.68,0.76,0.77,0.98,0.93,0.92,0.92,0.91,0.93,0.94,0.94,0.55,0.82,0.92,0.49,0.56,0.70,0.53,0.89,0.98,0.56,0.63,0.88,0.56,0.98,0.98,0.70,0.58,0.56,,0.98,0.93,,,0.98,,0.33,0.93,0.75,0.98,0.69,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524416,RCC-JW,0.99,0.91,0.70,0.88,0.83,0.92,0.99,0.95,0.52,0.95,0.89,0.92,0.94,0.83,0.74,0.71,0.95,0.93,0.30,0.97,0.44,0.56,0.67,0.81,0.91,0.52,0.98,0.73,0.85,0.95,0.90,0.25,0.32,0.94,0.97,0.91,0.94,0.99,0.96,0.99,0.96,0.98,0.95,0.86,0.94,0.84,0.91,0.91,0.98,0.99,0.82,0.96,0.87,0.90,0.95,0.97,0.58,0.96,0.97,0.98,0.98,0.98,0.99,0.68,0.99,,0.90,0.89,0.89,0.14,0.44,0.50,0.99,0.97,0.96,0.80,0.56,0.84,0.98,0.98,0.68,0.15,0.97,0.89,0.99,0.98,0.62,0.96,0.19,0.98,0.98,0.90,0.45,0.98,0.90,0.92,0.98,0.59,0.42,0.39,0.98,0.64,0.57,0.90,0.98,0.98,0.98,0.93,0.45,0.98,0.93,0.03,0.17,0.62,,,,0.92,,,,,0.81,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,0.87,0.98,,,0.91,0.93,,0.73,0.91,0.99,0.53,0.51,0.67,0.97,0.99,0.63,0.99,0.38,0.99,0.83,0.75,0.63,0.84,0.46,0.95,0.84,0.80,0.98,0.98,0.95,0.95,0.95,0.90,0.99,0.92,0.65,0.95,0.92,0.34,0.65,0.79,0.79,0.86,0.98,0.85,0.89,0.98,0.25,0.99,0.99,0.70,0.74,0.96,,0.99,0.95,0.65,,0.99,,0.17,0.91,0.76,0.97,0.66,0.98,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503365,SK-GT-4,0.98,0.97,0.85,0.86,0.86,0.98,0.98,0.89,0.69,0.87,0.94,0.98,0.98,0.92,0.69,0.74,0.97,0.97,0.72,0.97,0.62,0.89,0.81,0.95,0.95,0.50,0.98,0.90,0.88,0.98,0.92,0.83,0.71,0.93,0.92,0.91,0.95,0.91,0.97,0.98,0.98,0.98,0.96,0.87,0.90,0.75,0.94,0.98,0.92,0.98,0.69,0.98,0.95,0.88,0.98,0.92,0.82,0.98,0.83,0.86,0.91,0.97,0.98,0.64,0.98,0.81,0.80,0.85,0.75,0.42,0.95,0.97,0.97,0.97,0.89,0.88,0.42,0.94,0.98,0.97,0.83,0.72,0.95,0.64,0.67,0.94,0.51,0.97,0.68,0.98,0.97,0.55,0.58,0.96,0.96,0.85,0.97,0.46,0.62,0.77,0.97,0.91,0.88,0.88,0.98,0.97,0.97,0.95,0.36,0.95,0.97,0.04,0.59,0.97,,,,0.85,,,,,0.38,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,0.55,0.98,,,0.87,0.94,,0.70,0.81,0.96,0.51,0.90,0.63,0.96,0.96,0.47,0.98,0.88,0.97,0.87,0.54,0.54,0.95,0.25,0.91,0.85,0.97,0.96,0.92,0.96,0.86,0.94,0.91,0.98,0.97,0.67,0.92,0.93,0.61,0.64,0.64,0.48,0.90,0.95,0.55,0.63,0.89,0.51,0.98,0.95,0.62,0.76,0.98,,0.95,0.94,0.73,,,,0.27,0.86,0.84,0.89,0.86,0.95,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
