p1,p2,cor,corum,string,biogrid,score
CTNND1,CTNNB1,0.751369499879,0,1,1,0.751369499879
CTR9,CDC73,0.561888084688,1,1,1,0.561888084688
CTSG,AZU1,0.729442291771,0,0,0,0.729442291771
CTSG,BPI,0.693065799867,0,0,0,0.693065799867
CTSG,C4BPA,0.567394429687,0,0,0,0.567394429687
CTSG,C4BPB,0.56105197811,0,0,0,0.56105197811
CTSG,CAMP,0.766530565773,0,0,0,0.766530565773
CTSG,CDA,0.53832568373,0,0,0,0.53832568373
CTSG,CPN1,0.501473940137,0,0,0,0.501473940137
CTSK,ACTN1,0.590848699662,0,0,0,0.590848699662
CTSK,ALDH1L2,0.574479115286,0,0,0,0.574479115286
CTSK,ANTXR1,0.511479325882,0,0,0,0.511479325882
CTSK,ANXA2,0.565863436834,0,0,0,0.565863436834
CTSK,ARHGAP1,0.503863244296,0,0,0,0.503863244296
CTSK,BCL2L2,-0.505537325638,0,0,0,0.505537325638
CTSK,C1S,0.536362004219,0,0,0,0.536362004219
CTSK,CALD1,0.539513425211,0,0,0,0.539513425211
CTSK,CCDC80,0.575175595795,0,0,0,0.575175595795
CTSK,CDH11,0.511205028506,0,0,0,0.511205028506
CTSK,CERCAM,0.640585837753,0,0,0,0.640585837753
CTSK,CNN2,0.632370999104,0,0,0,0.632370999104
CTSK,CNN3,0.527695266172,0,0,0,0.527695266172
CTSK,COL11A1,0.583160568735,0,0,0,0.583160568735
CTSK,COL5A1,0.519080550259,0,0,0,0.519080550259
CTSK,COL5A2,0.596462066433,0,0,0,0.596462066433
CTSK,COLEC12,0.513093987289,0,0,0,0.513093987289
CTSK,COPZ2,0.653937849508,0,0,0,0.653937849508
CTSK,CRTAP,0.593194432871,0,0,0,0.593194432871
CTSK,CSRP2,0.609757293579,0,0,0,0.609757293579
CTSK,CTHRC1,0.628067655013,0,0,0,0.628067655013
CTSS,ABI3,0.511775450901,0,0,0,0.511775450901
CTSS,ACTR2,0.5326857029,0,0,0,0.5326857029
CTSS,ACTR3,0.515443368313,0,0,0,0.515443368313
CTSS,AIF1,0.597745115323,0,0,0,0.597745115323
CTSS,APBB1IP,0.615940291122,0,0,0,0.615940291122
CTSS,ARHGDIB,0.555063221207,0,0,0,0.555063221207
CTSS,ARPC1B,0.57693839853,0,0,0,0.57693839853
CTSS,ATP6V1B2,0.516105641077,0,0,0,0.516105641077
CTSS,B2M,0.591984984446,0,1,0,0.591984984446
CTSS,CARD16,0.550346774338,0,0,0,0.550346774338
CTSS,CASP1,0.60953709724,0,0,0,0.60953709724
CTSS,CD38,0.505002458039,0,0,0,0.505002458039
CTSS,CECR1,0.598584248152,0,0,0,0.598584248152
CTSS,CLIC2,0.532716077834,0,0,0,0.532716077834
CTSS,CORO1A,0.617130344696,0,0,0,0.617130344696
CTSS,COTL1,0.506960070684,0,0,0,0.506960070684
CTSS,CTSL,0.543704430453,0,1,0,0.543704430453
CUL7,CCDC8,0.528192859569,0,0,1,0.528192859569
CXCL12,ABI3BP,0.643587913727,0,0,0,0.643587913727
CXCL12,ACTA2,0.519653542811,0,0,0,0.519653542811
CXCL12,ACTN1,0.520033349085,0,0,0,0.520033349085
CXCL12,ADH1B,0.602073612471,0,0,0,0.602073612471
CXCL12,ADH1C,0.595148652247,0,0,0,0.595148652247
CXCL12,AEBP1,0.504871206957,0,0,0,0.504871206957
CXCL12,AMBP,0.539052333178,0,0,0,0.539052333178
CXCL12,ANG,0.563609436163,0,0,0,0.563609436163
CXCL12,ANGPTL2,0.511946792718,0,0,0,0.511946792718
CXCL12,ANXA5,0.504325231667,0,0,0,0.504325231667
CXCL12,ANXA6,0.531925919787,0,0,0,0.531925919787
CXCL12,AOC3,0.657135368937,0,0,0,0.657135368937
CXCL12,APCS,0.665569705027,0,0,0,0.665569705027
CXCL12,ASPN,0.657231050463,0,0,0,0.657231050463
CXCL12,BGN,0.610122289727,0,0,0,0.610122289727
CXCL12,C1R,0.527376204923,0,0,0,0.527376204923
CXCL12,C1S,0.553445103787,0,0,0,0.553445103787
CXCL12,CACNA2D1,0.500558182265,0,0,0,0.500558182265
CXCL12,CALD1,0.543094335982,0,0,0,0.543094335982
CXCL12,CAV1,0.576964401782,0,0,0,0.576964401782
CXCL12,CCDC80,0.556754911654,0,0,0,0.556754911654
CXCL12,CDH11,0.532958836342,0,0,0,0.532958836342
CXCL12,CDH13,0.564902318034,0,0,0,0.564902318034
CXCL12,CES1,0.535459766842,0,0,0,0.535459766842
CXCL12,CILP,0.525849195217,0,0,0,0.525849195217
CXCL12,CMA1,0.622282297507,0,0,0,0.622282297507
CXCL12,CNN1,0.655641695747,0,0,0,0.655641695747
CXCL12,CNRIP1,0.628293680576,0,0,0,0.628293680576
CXCL12,COL1A1,0.548122942579,0,0,0,0.548122942579
CXCL12,COL1A2,0.578357261497,0,0,0,0.578357261497
CXCL12,COL3A1,0.533776819804,0,0,0,0.533776819804
CXCL12,COL5A1,0.503594311333,0,0,0,0.503594311333
CXCL12,COL5A2,0.549212339651,0,0,0,0.549212339651
CXCL12,COL6A1,0.550116191229,0,0,0,0.550116191229
CXCL12,COL6A2,0.564684336569,0,0,0,0.564684336569
CXCL12,COL6A3,0.552174527598,0,0,0,0.552174527598
CXCL12,COL8A1,0.632424529717,0,0,0,0.632424529717
CXCL12,COMP,0.531965978978,0,0,0,0.531965978978
CXCL12,COPZ2,0.517599300604,0,0,0,0.517599300604
CXCL12,CPA3,0.601977957769,0,0,0,0.601977957769
CXCL12,CPZ,0.501584247845,0,0,0,0.501584247845
CXXC1,BCL2L2,0.549164621934,0,0,0,0.549164621934
CYBA,ARHGDIB,0.503500107714,0,0,0,0.503500107714
CYBA,BTK,0.526014959603,0,0,0,0.526014959603
CYBA,CARD16,0.512442639252,0,0,0,0.512442639252
CYBA,CD40,0.500719733622,0,0,0,0.500719733622
CYBA,CD53,0.588141535042,0,0,0,0.588141535042
CYBA,CORO1A,0.613037938344,0,0,0,0.613037938344
CYBB,ABI3,0.528606508056,0,0,0,0.528606508056
CYBB,AIF1,0.675147761321,0,0,0,0.675147761321
CYBB,ALOX5,0.549905512481,0,0,0,0.549905512481
CYBB,AMPD3,0.608307180693,0,0,0,0.608307180693
CYBB,APBB1IP,0.730686001566,0,0,0,0.730686001566
CYBB,APOL3,0.524982474201,0,0,0,0.524982474201
CYBB,ARHGAP25,0.608427029811,0,0,0,0.608427029811
CYBB,ARHGDIB,0.654404441856,0,0,0,0.654404441856
CYBB,ARHGEF6,0.548661941118,0,0,0,0.548661941118
CYBB,ATP6V1B2,0.520016172297,0,0,0,0.520016172297
CYBB,B2M,0.500735049383,0,0,0,0.500735049383
CYBB,BIN2,0.609574870589,0,0,0,0.609574870589
CYBB,BTK,0.613028120078,0,0,0,0.613028120078
CYBB,CARD16,0.669926376829,0,0,0,0.669926376829
CYBB,CASP1,0.538345566549,0,0,0,0.538345566549
CYBB,CD14,0.609643646304,0,0,0,0.609643646304
CYBB,CD163,0.578417148387,0,0,0,0.578417148387
CYBB,CD38,0.565343694426,0,0,0,0.565343694426
CYBB,CD40,0.602139834109,0,0,0,0.602139834109
CYBB,CD44,0.560821210566,0,0,0,0.560821210566
CYBB,CD53,0.606846313147,0,0,0,0.606846313147
CYBB,CECR1,0.614741974174,0,0,0,0.614741974174
CYBB,CELF2,0.569245614152,0,0,0,0.569245614152
CYBB,CLIC2,0.515917475785,0,0,0,0.515917475785
CYBB,CORO1A,0.771213099205,0,0,0,0.771213099205
CYBB,COTL1,0.549599280454,0,0,0,0.549599280454
CYBB,CRLF3,0.555802265483,0,0,0,0.555802265483
CYBB,CTSS,0.561582787514,0,0,0,0.561582787514
CYBB,CYBA,0.662449936735,0,1,0,0.662449936735
CYC1,ATP5A1,0.511153519202,0,1,1,0.511153519202
CYC1,ATP5O,0.514102298974,0,0,1,0.514102298974
CYGB,ADH1B,0.578265679802,0,0,0,0.578265679802
CYGB,ADH1C,0.505056983585,0,0,0,0.505056983585
CYGB,AOC3,0.528807137759,0,0,0,0.528807137759
CYGB,APCS,0.504556629051,0,0,0,0.504556629051
CYGB,ASPN,0.538092549813,0,0,0,0.538092549813
CYGB,BGN,0.511730384474,0,0,0,0.511730384474
CYGB,CNRIP1,0.569097105902,0,0,0,0.569097105902
CYGB,COL6A1,0.512157950231,0,0,0,0.512157950231
CYGB,COL6A2,0.521695087272,0,0,0,0.521695087272
CYGB,COL6A3,0.529785085065,0,0,0,0.529785085065
CYP1B1,ACTR2,0.531348460816,0,0,0,0.531348460816
CYP1B1,AIF1,0.517846373266,0,0,0,0.517846373266
CYP1B1,APBB1IP,0.512052625436,0,0,0,0.512052625436
CYP1B1,ARHGDIB,0.544497240754,0,0,0,0.544497240754
CYP1B1,CCDC80,0.55586156979,0,0,0,0.55586156979
CYP1B1,COPZ2,0.505876020094,0,0,0,0.505876020094
CYP1B1,CORO1A,0.521489058413,0,0,0,0.521489058413
CYP1B1,CTHRC1,0.513627461364,0,0,0,0.513627461364
DAB2,ALDH1A3,0.524827197133,0,0,0,0.524827197133
DAB2,APBB1IP,0.510255556878,0,0,0,0.510255556878
DAB2,CCDC80,0.532759904647,0,0,0,0.532759904647
DAB2,CLIC2,0.507124109599,0,0,0,0.507124109599
DAB2,CNRIP1,0.640325813971,0,0,0,0.640325813971
DAB2,COLEC12,0.576418992374,0,0,0,0.576418992374
DAB2,COPZ2,0.611339596564,0,0,0,0.611339596564
DAPK3,ACTN1,0.54799890988,0,0,0,0.54799890988
DAPK3,AEBP1,0.512890161705,0,0,0,0.512890161705
DAPK3,AFAP1,0.52775827226,0,0,0,0.52775827226
DAPK3,ALDH1A3,0.510580457797,0,0,0,0.510580457797
DAPK3,ANTXR1,0.577213468188,0,0,0,0.577213468188
DAPK3,ARSB,0.532257107449,0,0,0,0.532257107449
DAPK3,CALB2,0.507124614049,0,0,0,0.507124614049
DAPK3,CALD1,0.556946352756,0,0,0,0.556946352756
DAPK3,CCDC80,0.60453340645,0,0,0,0.60453340645
DAPK3,CDH11,0.529734262997,0,0,0,0.529734262997
DAPK3,CERCAM,0.516684733814,0,0,0,0.516684733814
DAPK3,CNN2,0.528758174068,0,0,0,0.528758174068
DAPK3,CNN3,0.5131748652,0,0,0,0.5131748652
DAPK3,COPZ2,0.641112780406,0,0,0,0.641112780406
DAPK3,CRTAP,0.532452103972,0,0,0,0.532452103972
DAPK3,CSRP2,0.516721209247,0,0,0,0.516721209247
DAPK3,CTHRC1,0.59512787182,0,0,0,0.59512787182
DAPK3,CTSK,0.524963455923,0,0,0,0.524963455923
DAPK3,CXCL12,0.547604957651,0,0,0,0.547604957651
DCAF13,CMSS1,0.512415672687,0,0,0,0.512415672687
DCN,ABI3BP,0.647187024,0,0,0,0.647187024
DCN,ACTA2,0.525190075318,0,0,0,0.525190075318
DCN,ACTN1,0.555112060985,0,0,0,0.555112060985
DCN,ADH1B,0.561765658235,0,0,0,0.561765658235
DCN,AEBP1,0.682274830506,0,0,0,0.682274830506
DCN,AFM,0.513579565461,0,0,0,0.513579565461
DCN,AHSG,0.52445080635,0,0,1,0.52445080635
DCN,AKAP12,0.53578693375,0,0,0,0.53578693375
DCN,ALB,0.540729926032,0,0,0,0.540729926032
DCN,AMBP,0.609663973827,0,0,0,0.609663973827
DCN,ANG,0.676034876354,0,0,0,0.676034876354
DCN,ANGPTL2,0.630376828386,0,0,0,0.630376828386
DCN,ANXA5,0.534859063715,0,0,0,0.534859063715
DCN,ANXA6,0.617910637541,0,0,0,0.617910637541
DCN,AOC3,0.604623299333,0,0,0,0.604623299333
DCN,APCS,0.62181122847,0,0,0,0.62181122847
DCN,APOH,0.558303359521,0,0,0,0.558303359521
DCN,ASPN,0.68630992582,0,0,0,0.68630992582
DCN,BGN,0.847632158906,0,0,0,0.847632158906
DCN,BST1,0.50690723389,0,0,0,0.50690723389
DCN,C1QTNF3,0.502177740416,0,0,0,0.502177740416
DCN,C1QTNF5,0.51286603368,0,0,0,0.51286603368
DCN,C1R,0.597527183407,0,0,0,0.597527183407
DCN,C1S,0.624485846955,0,0,0,0.624485846955
DCN,C2,0.608282397374,0,0,0,0.608282397374
DCN,C3,0.523658470599,0,0,0,0.523658470599
DCN,C8A,0.502373993991,0,0,0,0.502373993991
DCN,C8B,0.528608123657,0,0,0,0.528608123657
DCN,C9,0.513557175863,0,0,0,0.513557175863
DCN,CALD1,0.61268578123,0,0,0,0.61268578123
DCN,CAV1,0.609853804107,0,0,0,0.609853804107
DCN,CCDC80,0.584395652994,0,0,0,0.584395652994
DCN,CDH11,0.631680401708,0,0,0,0.631680401708
DCN,CFB,0.575290236585,0,0,0,0.575290236585
DCN,CFH,0.603669664368,0,0,0,0.603669664368
DCN,CFI,0.51716468465,0,0,0,0.51716468465
DCN,CILP,0.574056358581,0,0,0,0.574056358581
DCN,CLEC11A,0.547207806557,0,0,0,0.547207806557
DCN,CLEC3B,0.64489236507,0,0,0,0.64489236507
DCN,CMA1,0.577481021266,0,0,0,0.577481021266
DCN,CNN1,0.627097580035,0,0,0,0.627097580035
DCN,CNN2,0.524178033689,0,0,0,0.524178033689
DCN,CNRIP1,0.75995691769,0,0,0,0.75995691769
DCN,COL12A1,0.572050368598,0,0,0,0.572050368598
DCN,COL14A1,0.686811522263,0,1,1,0.686811522263
DCN,COL16A1,0.645502568977,0,0,0,0.645502568977
DCN,COL1A1,0.81828793586,0,0,0,0.81828793586
DCN,COL1A2,0.816951626522,0,0,0,0.816951626522
DCN,COL3A1,0.745763274867,0,0,0,0.745763274867
DCN,COL5A1,0.733837454781,0,0,0,0.733837454781
DCN,COL5A2,0.752833393034,0,0,0,0.752833393034
DCN,COL5A3,0.53013483756,0,0,0,0.53013483756
DCN,COL6A1,0.781344975813,0,0,1,0.781344975813
DCN,COL6A2,0.798467096574,0,0,0,0.798467096574
DCN,COL6A3,0.797930920409,0,0,0,0.797930920409
DCN,COL8A1,0.656032820134,0,0,0,0.656032820134
DCN,COMP,0.593865061629,0,0,0,0.593865061629
DCN,COPZ2,0.568483362538,0,0,0,0.568483362538
DCN,CPA3,0.553508409048,0,0,0,0.553508409048
DCN,CPXM1,0.558058662703,0,0,0,0.558058662703
DCN,CPZ,0.551077910314,0,0,0,0.551077910314
DCN,CSRP1,0.514576416238,0,0,0,0.514576416238
DCN,CTHRC1,0.570222598244,0,0,0,0.570222598244
DCN,CXCL12,0.686649666576,0,0,0,0.686649666576
DCTN1,ACTR10,0.546283230553,0,0,1,0.546283230553
DCTN1,ACTR1A,0.544854798501,0,1,1,0.544854798501
DCTN2,ACTR1A,0.536374761217,0,1,1,0.536374761217
DCTN2,DCTN1,0.735160333953,0,1,1,0.735160333953
DCTN4,DCTN1,0.597022632268,0,1,1,0.597022632268
DCTN4,DCTN2,0.51024117688,0,1,1,0.51024117688
DCTN5,DCTN1,0.584279124443,0,1,1,0.584279124443
DCTN5,DCTN2,0.517734518433,0,1,1,0.517734518433
DCUN1D5,AASDHPPT,0.56422900665,0,0,0,0.56422900665
DDA1,CHMP1B,0.508287756408,0,0,0,0.508287756408
DDHD2,BAG4,0.516894287012,0,0,0,0.516894287012
DDX1,C14orf166,0.706515607422,0,1,1,0.706515607422
DDX17,CDC5L,0.558659643078,1,0,1,0.558659643078
DDX18,CEBPZ,0.62387212975,0,0,0,0.62387212975
DDX21,BOP1,0.511941129558,0,0,0,0.511941129558
DDX21,CEBPZ,0.516276634857,0,0,0,0.516276634857
DDX21,DDX18,0.628042755627,0,0,0,0.628042755627
DDX23,BRD4,0.54955482912,0,0,0,0.54955482912
DDX23,CDC5L,0.530768767905,1,0,0,0.530768767905
DDX23,CHD4,0.503528955239,0,0,0,0.503528955239
DDX27,BOP1,0.562873915735,0,1,1,0.562873915735
DDX27,CDC5L,0.500725619473,0,0,0,0.500725619473
DDX27,CEBPZ,0.633133452708,0,1,0,0.633133452708
DDX27,CMSS1,0.524880324791,0,0,0,0.524880324791
DDX27,DDX18,0.621213567139,0,0,0,0.621213567139
DDX27,DDX21,0.501479550922,0,0,0,0.501479550922
DDX39A,ASF1B,0.603444104734,0,0,0,0.603444104734
DDX46,BCLAF1,0.51326323514,0,0,0,0.51326323514
DDX46,BUB3,0.509328422293,0,0,0,0.509328422293
DDX46,CDC5L,0.590299113369,1,0,1,0.590299113369
DDX46,CNOT1,0.532314978697,0,0,0,0.532314978697
DDX46,DDX17,0.508168008472,1,0,0,0.508168008472
DDX46,DDX23,0.519720507638,1,0,0,0.519720507638
DDX47,CEBPZ,0.506993459625,0,0,0,0.506993459625
DDX47,DDX18,0.519519058731,0,0,1,0.519519058731
DDX47,DDX21,0.536130438868,0,0,0,0.536130438868
DDX50,DDX21,0.524603498674,0,0,1,0.524603498674
DDX56,CEBPZ,0.53314402091,0,1,1,0.53314402091
DDX56,DDX27,0.520760366851,0,1,0,0.520760366851
DDX58,CMPK2,0.731999517054,0,0,0,0.731999517054
DDX60,CMPK2,0.597945131544,0,0,0,0.597945131544
DDX60,DDX58,0.586341057279,0,1,0,0.586341057279
DEF6,ABI3,0.528815107992,0,0,0,0.528815107992
DEF6,AIF1,0.506035237693,0,0,0,0.506035237693
DEF6,ARHGAP25,0.533478897679,0,0,0,0.533478897679
DEF6,BIN2,0.56104590113,0,0,0,0.56104590113
DEF6,CECR1,0.513318607626,0,0,0,0.513318607626
DEF6,CORO1A,0.512000660195,0,0,0,0.512000660195
DEFA1,APOF,0.512065740302,0,0,0,0.512065740302
DEFA1,AZU1,0.726919693472,0,0,0,0.726919693472
DEFA1,BPI,0.723183056517,0,0,0,0.723183056517
DEFA1,C4BPA,0.528594799972,0,0,0,0.528594799972
DEFA1,C4BPB,0.556880388613,0,0,0,0.556880388613
DEFA1,CAMP,0.799170752291,0,0,0,0.799170752291
DEFA1,CDA,0.639703926143,0,0,0,0.639703926143
DEFA1,CRP,0.5174878584,0,0,0,0.5174878584
DEFA1,CTSG,0.808552694706,0,0,0,0.808552694706
DEK,DDX17,0.544180239587,0,0,0,0.544180239587
DES,ACTA2,0.600585962641,0,0,0,0.600585962641
DES,AOC3,0.565315762773,0,0,0,0.565315762773
DES,CALB2,0.517468448682,0,0,0,0.517468448682
DES,CNN1,0.682623940356,0,0,0,0.682623940356
DFFB,DFFA,0.606748419577,0,1,1,0.606748419577
DHX57,CAD,0.541970042686,0,0,0,0.541970042686
DHX9,ACTL6A,0.54656609991,0,0,0,0.54656609991
DHX9,BUB3,0.524178519488,0,0,0,0.524178519488
DHX9,CDC5L,0.582129847163,1,0,1,0.582129847163
DHX9,CHD4,0.55067364161,0,0,0,0.55067364161
DHX9,CNOT1,0.52685076462,0,0,0,0.52685076462
DHX9,DDX17,0.639119870911,1,1,1,0.639119870911
DHX9,DDX23,0.50544116696,1,1,0,0.50544116696
DHX9,DDX46,0.575119693158,1,0,0,0.575119693158
DHX9,DEK,0.538767101011,0,0,0,0.538767101011
DIS3,DDX46,0.508085534938,0,0,0,0.508085534938
DLAT,ACAT1,0.618964737721,0,0,0,0.618964737721
DLAT,CCDC90B,0.510441680635,0,0,0,0.510441680635
DLD,ARMC10,0.506554207969,0,0,0,0.506554207969
DLST,ALDH6A1,0.513176495905,0,0,0,0.513176495905
DMTN,ALAD,0.605674268786,0,0,0,0.605674268786
DMTN,ANK1,0.762883025154,0,0,0,0.762883025154
DMTN,BLVRB,0.502115118912,0,0,0,0.502115118912
DMTN,BPGM,0.762013047619,0,0,0,0.762013047619
DMTN,CA1,0.730456352909,0,0,0,0.730456352909
DMTN,CA2,0.623368793885,0,0,0,0.623368793885
DMTN,CA3,0.600708150018,0,0,0,0.600708150018
DMTN,CAT,0.71580382956,0,0,0,0.71580382956
DMTN,CD180,0.608993723977,0,0,0,0.608993723977
DNAJB11,CRELD2,0.516409577288,0,0,0,0.516409577288
DNAJC5,BCAP29,0.5047907663,0,0,0,0.5047907663
DNAJC5,C18orf32,0.597625914101,0,0,0,0.597625914101
DNAJC5,CDS2,0.512558492352,0,0,0,0.512558492352
DNAJC5,COX7B,0.536682598875,0,0,0,0.536682598875
DNM1,CTSK,0.567712598333,0,0,0,0.567712598333
DNM2,CDC37,0.519488729661,0,0,0,0.519488729661
DOCK10,ABI3,0.523092957736,0,0,0,0.523092957736
DOCK10,AIF1,0.546164408478,0,0,0,0.546164408478
DOCK10,ANKRD44,0.532961551158,0,0,0,0.532961551158
DOCK10,APBB1IP,0.637289647685,0,0,0,0.637289647685
DOCK10,BIN2,0.523201600924,0,0,0,0.523201600924
DOCK10,BTK,0.52355841037,0,0,0,0.52355841037
DOCK10,CARD16,0.595235540154,0,0,0,0.595235540154
DOCK10,CD40,0.531889112089,0,0,0,0.531889112089
DOCK10,CECR1,0.602336431614,0,0,0,0.602336431614
DOCK10,CORO1A,0.51129030113,0,0,0,0.51129030113
DOCK10,DEF6,0.536419733516,0,0,0,0.536419733516
DOCK11,APBB1IP,0.50247955123,0,0,0,0.50247955123
DOCK11,BTK,0.527865071461,0,0,0,0.527865071461
DOCK11,CCDC80,0.507131321644,0,0,0,0.507131321644
DOCK11,CYP1B1,0.562339266733,0,0,0,0.562339266733
DOCK2,ABI3,0.605890521995,0,0,0,0.605890521995
DOCK2,ADA,0.53444516467,0,0,0,0.53444516467
DOCK2,AIF1,0.714129687231,0,0,0,0.714129687231
DOCK2,ALOX5,0.543529000134,0,0,0,0.543529000134
DOCK2,AMPD3,0.50663312408,0,0,0,0.50663312408
DOCK2,ANKRD44,0.567571701471,0,0,0,0.567571701471
DOCK2,APBB1IP,0.774235821765,0,0,0,0.774235821765
DOCK2,APOL3,0.586446235469,0,0,0,0.586446235469
DOCK2,ARHGAP25,0.691335885806,0,0,0,0.691335885806
DOCK2,ARHGDIB,0.624602168933,0,0,0,0.624602168933
DOCK2,ARHGEF6,0.574614940987,0,0,0,0.574614940987
DOCK2,ARPC1B,0.51611307973,0,0,0,0.51611307973
DOCK2,ATP6V1B2,0.516982201669,0,0,0,0.516982201669
DOCK2,BIN2,0.714991361747,0,0,0,0.714991361747
DOCK2,BTK,0.67288313574,0,0,0,0.67288313574
DOCK2,BTN3A3,0.504704328085,0,0,0,0.504704328085
DOCK2,C1QB,0.501844220625,0,0,0,0.501844220625
DOCK2,CARD16,0.684243244404,0,0,0,0.684243244404
DOCK2,CASP1,0.593635549004,0,0,0,0.593635549004
DOCK2,CASP4,0.521212194019,0,0,0,0.521212194019
DOCK2,CD14,0.537233179592,0,0,0,0.537233179592
DOCK2,CD163,0.634743528812,0,0,0,0.634743528812
DOCK2,CD38,0.623395284648,0,0,0,0.623395284648
DOCK2,CD40,0.549347170119,0,0,0,0.549347170119
DOCK2,CECR1,0.734179970269,0,0,0,0.734179970269
DOCK2,CELF2,0.660556372174,0,0,0,0.660556372174
DOCK2,CLIC2,0.659932740768,0,0,0,0.659932740768
DOCK2,CORO1A,0.739195100732,0,0,0,0.739195100732
DOCK2,COTL1,0.572452597831,0,0,0,0.572452597831
DOCK2,CRELD2,0.530090418785,0,0,0,0.530090418785
DOCK2,CRLF3,0.597174613105,0,0,0,0.597174613105
DOCK2,CSK,0.599670670341,0,0,0,0.599670670341
DOCK2,CTSS,0.566653485403,0,0,0,0.566653485403
DOCK2,CYBB,0.710824954757,0,0,0,0.710824954757
DOCK2,CYP1B1,0.524979674249,0,0,0,0.524979674249
DOCK2,DOCK10,0.532815458688,0,0,0,0.532815458688
DOCK8,ABI3,0.568894175486,0,0,0,0.568894175486
DOCK8,AIF1,0.65333705806,0,0,0,0.65333705806
DOCK8,ALOX5,0.519430421625,0,0,0,0.519430421625
DOCK8,ANKRD44,0.52240679221,0,0,0,0.52240679221
DOCK8,APBB1IP,0.709196973262,0,0,0,0.709196973262
DOCK8,APOL3,0.548166063119,0,0,0,0.548166063119
DOCK8,ARHGAP25,0.634613771773,0,0,0,0.634613771773
DOCK8,ARHGDIB,0.530208498026,0,0,0,0.530208498026
DOCK8,ARHGEF6,0.535934912235,0,0,0,0.535934912235
DOCK8,BIN2,0.64649672821,0,0,0,0.64649672821
DOCK8,BTK,0.689539056905,0,0,0,0.689539056905
DOCK8,CARD16,0.610829392923,0,0,0,0.610829392923
DOCK8,CASP1,0.548993808285,0,0,0,0.548993808285
DOCK8,CD38,0.515850521759,0,0,0,0.515850521759
DOCK8,CECR1,0.659755292729,0,0,0,0.659755292729
DOCK8,CELF2,0.65007107617,0,0,0,0.65007107617
DOCK8,CLIC2,0.535762342719,0,0,0,0.535762342719
DOCK8,CORO1A,0.621291529679,0,0,0,0.621291529679
DOCK8,CRLF3,0.645494013172,0,0,1,0.645494013172
DOCK8,CYBA,0.519852262313,0,0,0,0.519852262313
DOCK8,CYBB,0.575273991457,0,0,0,0.575273991457
DOCK8,CYP1B1,0.552867181875,0,0,0,0.552867181875
DOCK8,DOCK11,0.514275943699,0,1,0,0.514275943699
DOCK8,DOCK2,0.649599618728,0,0,0,0.649599618728
DOK2,AIF1,0.528054442517,0,0,0,0.528054442517
DOK2,ANKRD44,0.527189282189,0,0,0,0.527189282189
DOK2,BTK,0.516713258181,0,0,0,0.516713258181
DOK2,CARD16,0.537698989847,0,0,0,0.537698989847
DOK2,CASP1,0.55277117537,0,0,0,0.55277117537
DOK2,CELF2,0.525744647904,0,0,0,0.525744647904
DOK2,CLIC2,0.589277483834,0,0,0,0.589277483834
DOK2,CORO1A,0.601349233356,0,0,0,0.601349233356
DOK2,CSK,0.502720392168,0,0,0,0.502720392168
DOK2,DEF6,0.571312372715,0,0,0,0.571312372715
DOK2,DOCK2,0.608414844711,0,0,0,0.608414844711
DOK2,DOCK8,0.541977438678,0,0,0,0.541977438678
DPH2,DPH1,0.646854092613,0,1,1,0.646854092613
DPT,ABI3BP,0.652521142506,0,0,0,0.652521142506
DPT,ADH1B,0.519687901354,0,0,0,0.519687901354
DPT,ADH1C,0.50257569977,0,0,0,0.50257569977
DPT,AEBP1,0.500349611825,0,0,0,0.500349611825
DPT,AFM,0.503717311758,0,0,0,0.503717311758
DPT,AGT,0.533405402416,0,0,0,0.533405402416
DPT,AHSG,0.528020997031,0,0,0,0.528020997031
DPT,AKAP12,0.511098793407,0,0,0,0.511098793407
DPT,ALB,0.54915308212,0,0,0,0.54915308212
DPT,AMBP,0.609713237091,0,0,0,0.609713237091
DPT,ANG,0.556767331435,0,0,0,0.556767331435
DPT,ANGPTL2,0.579924023703,0,0,0,0.579924023703
DPT,ANXA6,0.537823229371,0,0,0,0.537823229371
DPT,AOC3,0.51824593353,0,0,0,0.51824593353
DPT,APCS,0.581187386878,0,0,0,0.581187386878
DPT,APOH,0.539058244707,0,0,0,0.539058244707
DPT,ASPN,0.581216472717,0,0,0,0.581216472717
DPT,BGN,0.799327414151,0,0,0,0.799327414151
DPT,C2,0.554500850333,0,0,0,0.554500850333
DPT,C7,0.548442729642,0,0,0,0.548442729642
DPT,C8B,0.510212738862,0,0,0,0.510212738862
DPT,CAV1,0.509821846016,0,0,0,0.509821846016
DPT,CFB,0.504624917248,0,0,0,0.504624917248
DPT,CFH,0.536634499644,0,0,0,0.536634499644
DPT,CLEC3B,0.591722782266,0,0,0,0.591722782266
DPT,CMA1,0.572079336392,0,0,0,0.572079336392
DPT,CNRIP1,0.687010170955,0,0,0,0.687010170955
DPT,COL14A1,0.726511641393,0,0,0,0.726511641393
DPT,COL15A1,0.562195991652,0,0,0,0.562195991652
DPT,COL16A1,0.534341430157,0,0,0,0.534341430157
DPT,COL1A1,0.725115126095,0,0,0,0.725115126095
DPT,COL1A2,0.715898380631,0,0,0,0.715898380631
DPT,COL3A1,0.620634637416,0,0,0,0.620634637416
DPT,COL5A1,0.569354834071,0,0,0,0.569354834071
DPT,COL5A2,0.587300360457,0,0,0,0.587300360457
DPT,COL6A1,0.738933868671,0,0,0,0.738933868671
DPT,COL6A2,0.746435661866,0,0,0,0.746435661866
