internal_id	string_external_id	abundance
1853785	9606.ENSP00000351947	13.1
1843045	9606.ENSP00000225724	30.2
1842133	9606.ENSP00000005386	18.2
1853711	9606.ENSP00000351410	200
1842785	9606.ENSP00000220496	11.0
1859331	9606.ENSP00000388207	0
1846597	9606.ENSP00000278882	5.68
1860104	9606.ENSP00000398704	11.1
1863997	9606.ENSP00000468007	0.002
1859000	9606.ENSP00000384965	0.002
1842498	9606.ENSP00000215727	564
1859001	9606.ENSP00000384967	1.7
1851420	9606.ENSP00000332013	5.12
1842426	9606.ENSP00000205194	1.65
1843304	9606.ENSP00000231790	11.3
1846532	9606.ENSP00000277517	0.912
1853898	9606.ENSP00000352802	27.1
1844910	9606.ENSP00000261435	0.338
1844909	9606.ENSP00000261434	0.751
1859595	9606.ENSP00000391774	100
1861845	9606.ENSP00000430633	0.071
1859594	9606.ENSP00000391771	5.57
1855341	9606.ENSP00000359787	14.2
1862058	9606.ENSP00000437464	0.595
1855340	9606.ENSP00000359783	19.2
1855339	9606.ENSP00000359782	0.015
1860167	9606.ENSP00000399563	3.69
1843515	9606.ENSP00000239223	0.391
1844493	9606.ENSP00000257209	0.086
1844526	9606.ENSP00000257637	1.07
1856815	9606.ENSP00000367348	0.479
1855342	9606.ENSP00000359788	0.505
1846208	9606.ENSP00000271643	3.94
1843614	9606.ENSP00000242209	15.7
1851504	9606.ENSP00000332706	62.8
1846207	9606.ENSP00000271640	2.82
1852177	9606.ENSP00000339136	0.014
1848304	9606.ENSP00000301488	2.02
1862622	9606.ENSP00000449598	0.048
1849682	9606.ENSP00000314099	0.949
1848303	9606.ENSP00000301480	0.392
1849165	9606.ENSP00000309330	0.898
1863758	9606.ENSP00000462986	4.27
1855563	9606.ENSP00000360918	0.38
1861622	9606.ENSP00000424243	0.07
1848919	9606.ENSP00000307134	1.39
1859866	9606.ENSP00000395460	0.009
1859867	9606.ENSP00000395461	0.008
1861596	9606.ENSP00000423567	0.165
1854764	9606.ENSP00000357206	20.8
1859869	9606.ENSP00000395465	2.27
1851030	9606.ENSP00000328358	52.9
1851935	9606.ENSP00000336842	3.27
1843959	9606.ENSP00000249363	0.075
1851029	9606.ENSP00000328352	0.002
1842307	9606.ENSP00000169551	4.34
1845542	9606.ENSP00000264414	37.7
1847009	9606.ENSP00000286364	1.5
1849898	9606.ENSP00000316737	0.842
1850398	9606.ENSP00000321874	0.517
1852213	9606.ENSP00000339398	49.0
1852214	9606.ENSP00000339399	152
1843597	9606.ENSP00000241436	0.579
1852212	9606.ENSP00000339393	0.144
1852211	9606.ENSP00000339390	0.108
1857987	9606.ENSP00000376048	5.42
1864764	9606.ENSP00000472367	0.394
1851580	9606.ENSP00000333376	0.723
1857902	9606.ENSP00000375220	1.43
1844638	9606.ENSP00000258787	103
1854572	9606.ENSP00000356320	0.494
1855099	9606.ENSP00000358786	0.224
1854573	9606.ENSP00000356324	0.004
1848267	9606.ENSP00000301264	3.04
1844281	9606.ENSP00000254235	0.181
1855097	9606.ENSP00000358783	0.007
1850080	9606.ENSP00000318821	2.25
1850079	9606.ENSP00000318820	0.892
1847259	9606.ENSP00000290846	2.16
1844361	9606.ENSP00000255189	3.87
1854434	9606.ENSP00000355672	9.81
1855161	9606.ENSP00000359045	17.5
1853716	9606.ENSP00000351466	0.416
1848754	9606.ENSP00000305651	1.15
1856880	9606.ENSP00000367755	0.521
1848427	9606.ENSP00000302603	0.597
1856881	9606.ENSP00000367756	1.12
1843837	9606.ENSP00000246802	8.2
1843836	9606.ENSP00000246801	0.263
1856879	9606.ENSP00000367752	0.35
1854891	9606.ENSP00000357811	0.167
1854890	9606.ENSP00000357810	0.226
1854892	9606.ENSP00000357812	6.46
1856928	9606.ENSP00000368039	0.046
1843319	9606.ENSP00000232564	91.6
1861137	9606.ENSP00000415070	0.057
1843693	9606.ENSP00000244007	9.92
1844819	9606.ENSP00000260746	45.0
1861864	9606.ENSP00000431202	0.786
1844818	9606.ENSP00000260743	0.738
1854133	9606.ENSP00000354501	0.741
1844303	9606.ENSP00000254584	15.0
1848310	9606.ENSP00000301585	13.8
1855020	9606.ENSP00000358430	0.091
1850629	9606.ENSP00000324277	0.427
1846566	9606.ENSP00000278422	9.76
1850628	9606.ENSP00000324274	3.16
1843988	9606.ENSP00000250066	0.234
1846567	9606.ENSP00000278426	1.32
1850627	9606.ENSP00000324270	0.055
1864913	9606.ENSP00000473105	0.157
1846286	9606.ENSP00000272930	12.9
1851847	9606.ENSP00000335416	2.35
1854370	9606.ENSP00000355419	0.107
1851097	9606.ENSP00000328977	0.194
1844052	9606.ENSP00000251337	10.4
1846287	9606.ENSP00000272937	0.002
1862091	9606.ENSP00000438346	2.26
1847144	9606.ENSP00000288937	12.8
1849418	9606.ENSP00000311427	0.995
1844242	9606.ENSP00000253693	2.73
1861587	9606.ENSP00000423211	0.029
1859822	9606.ENSP00000394731	0.6
1843721	9606.ENSP00000244527	0.037
1849419	9606.ENSP00000311429	3.0
1842395	9606.ENSP00000200676	8.36
1859823	9606.ENSP00000394734	2.54
1843720	9606.ENSP00000244520	52.3
1848369	9606.ENSP00000302100	17.7
1850476	9606.ENSP00000322724	0.116
1851101	9606.ENSP00000329002	15.6
1844404	9606.ENSP00000256078	74.7
1851102	9606.ENSP00000329008	22.2
1848925	9606.ENSP00000307164	1.88
1851773	9606.ENSP00000334869	5.35
1845139	9606.ENSP00000262426	0.759
1845138	9606.ENSP00000262424	1.83
1862117	9606.ENSP00000439128	0.088
1845141	9606.ENSP00000262429	0.06
1845140	9606.ENSP00000262428	315
1857024	9606.ENSP00000368699	27.7
1857023	9606.ENSP00000368698	0.383
1852754	9606.ENSP00000343900	0.496
1845552	9606.ENSP00000264448	0.222
1861096	9606.ENSP00000414670	0.094
1861542	9606.ENSP00000421848	56.1
1845551	9606.ENSP00000264447	11.1
1843476	9606.ENSP00000238018	15.2
1845550	9606.ENSP00000264444	0.182
1862987	9606.ENSP00000455698	0.465
1858256	9606.ENSP00000378426	12.5
1853972	9606.ENSP00000353375	180
1849471	9606.ENSP00000311862	0.081
1847504	9606.ENSP00000294753	0.504
1848977	9606.ENSP00000307634	2.22
1844779	9606.ENSP00000260356	340
1851298	9606.ENSP00000330930	1.91
1857131	9606.ENSP00000369344	0.204
1847499	9606.ENSP00000294702	0.644
1857132	9606.ENSP00000369346	4.74
1842115	9606.ENSP00000002165	7.32
1851683	9606.ENSP00000334140	0.871
1861497	9606.ENSP00000420714	26.6
1856233	9606.ENSP00000364222	0.001
1861498	9606.ENSP00000420716	0.372
1843046	9606.ENSP00000225726	64.1
1846405	9606.ENSP00000274695	4.26
1851416	9606.ENSP00000331939	0.102
1851685	9606.ENSP00000334148	0.36
1858200	9606.ENSP00000377969	30.4
1862138	9606.ENSP00000440045	111
1850107	9606.ENSP00000319009	0.216
1856071	9606.ENSP00000363360	5.64
1849572	9606.ENSP00000312735	34.5
1849571	9606.ENSP00000312734	101
1848560	9606.ENSP00000303706	0.209
1848949	9606.ENSP00000307305	1.06
1851318	9606.ENSP00000331201	29.6
1849492	9606.ENSP00000312081	11.2
1861346	9606.ENSP00000418191	22.1
1846771	9606.ENSP00000282096	0.858
1852680	9606.ENSP00000343282	1659
1861348	9606.ENSP00000418194	6.52
1846770	9606.ENSP00000282091	1.27
1843378	9606.ENSP00000233969	0.02
1842917	9606.ENSP00000222399	18.2
1852768	9606.ENSP00000344087	1.92
1849479	9606.ENSP00000311977	6.19
1842358	9606.ENSP00000192788	2.1
1857068	9606.ENSP00000368966	0.02
1849399	9606.ENSP00000311280	1.99
1857066	9606.ENSP00000368964	0.864
1858101	9606.ENSP00000377080	0.326
1842916	9606.ENSP00000222390	0.266
1862204	9606.ENSP00000442050	25.6
1858102	9606.ENSP00000377083	14.2
1858103	9606.ENSP00000377086	0.559
1846945	9606.ENSP00000285046	0.839
1844117	9606.ENSP00000252321	0.045
1854193	9606.ENSP00000354688	3.67
1857963	9606.ENSP00000375810	5.94
1853036	9606.ENSP00000346294	267
1861422	9606.ENSP00000419471	1.02
1854095	9606.ENSP00000354238	5.63
1844118	9606.ENSP00000252329	15.5
1861921	9606.ENSP00000432786	5.82
1846966	9606.ENSP00000285518	7.75
1860791	9606.ENSP00000409423	0.002
1862730	9606.ENSP00000450924	0.01
1849343	9606.ENSP00000310770	0.111
1849344	9606.ENSP00000310773	0.117
1842863	9606.ENSP00000221847	3.18
1842379	9606.ENSP00000198801	1.14
1852995	9606.ENSP00000345974	6.13
1851662	9606.ENSP00000334037	9.86
1846392	9606.ENSP00000274520	0.132
1856750	9606.ENSP00000366997	29.3
1854377	9606.ENSP00000355435	0.457
1864661	9606.ENSP00000471857	0.186
1850853	9606.ENSP00000326604	0.63
1847000	9606.ENSP00000286234	5.71
1849545	9606.ENSP00000312550	1.9
1859101	9606.ENSP00000386141	0.073
1860279	9606.ENSP00000401445	0.252
1846822	9606.ENSP00000282892	4.64
1849546	9606.ENSP00000312554	1.32
1863987	9606.ENSP00000467676	561
1849078	9606.ENSP00000308535	0.276
1855126	9606.ENSP00000358894	1.38
1843620	9606.ENSP00000242275	0.178
1847158	9606.ENSP00000289228	39.1
1842327	9606.ENSP00000176183	0.009
1859251	9606.ENSP00000387230	0.202
1859284	9606.ENSP00000387547	0.394
1847106	9606.ENSP00000288065	0.046
1859252	9606.ENSP00000387233	12.7
1861078	9606.ENSP00000414334	3.93
1863808	9606.ENSP00000463576	1.16
1851049	9606.ENSP00000328515	0.565
1845423	9606.ENSP00000263847	34.4
1847452	9606.ENSP00000293892	0.016
1845098	9606.ENSP00000262244	0.538
1858841	9606.ENSP00000383431	0.239
1845360	9606.ENSP00000263468	0.136
1847454	9606.ENSP00000293897	0.047
1847453	9606.ENSP00000293894	0.184
1858842	9606.ENSP00000383435	0
1845359	9606.ENSP00000263464	0.521
1861903	9606.ENSP00000432163	0.586
1848037	9606.ENSP00000299259	52.7
1845358	9606.ENSP00000263461	6.73
1849118	9606.ENSP00000308873	0.619
1849117	9606.ENSP00000308870	0.232
1853766	9606.ENSP00000351777	530
1858641	9606.ENSP00000381693	1.69
1848606	9606.ENSP00000304147	0.877
1858642	9606.ENSP00000381698	3.34
1862762	9606.ENSP00000451451	0.492
1845223	9606.ENSP00000262844	1.94
1854337	9606.ENSP00000355251	1.23
1851966	9606.ENSP00000337144	0.152
1845222	9606.ENSP00000262843	0.55
1848203	9606.ENSP00000300658	0.065
1861199	9606.ENSP00000416040	0.118
1858329	9606.ENSP00000379110	0.686
1860888	9606.ENSP00000411010	16.8
1845224	9606.ENSP00000262848	0.555
1848172	9606.ENSP00000300303	0.263
1848201	9606.ENSP00000300650	8.3
1851582	9606.ENSP00000333394	0.049
1851583	9606.ENSP00000333395	0.214
1852291	9606.ENSP00000340132	0.381
1847805	9606.ENSP00000296877	74.0
1845893	9606.ENSP00000266674	0.407
1857063	9606.ENSP00000368931	0.052
1843136	9606.ENSP00000228289	0.045
1852917	9606.ENSP00000345282	3.8
1852916	9606.ENSP00000345281	1.31
1843150	9606.ENSP00000228534	0.121
1847804	9606.ENSP00000296875	0.37
1842990	9606.ENSP00000223862	0.016
1843134	9606.ENSP00000228280	0.688
1847831	9606.ENSP00000297161	0.166
1858075	9606.ENSP00000376865	0.828
1843135	9606.ENSP00000228284	57.6
1844600	9606.ENSP00000258412	18.4
1844599	9606.ENSP00000258411	1.05
1844603	9606.ENSP00000258417	5.19
1844602	9606.ENSP00000258416	28.0
1847216	9606.ENSP00000290271	1.09
1853111	9606.ENSP00000346959	0.224
1860382	9606.ENSP00000403103	0.075
1849680	9606.ENSP00000314077	0.241
1852488	9606.ENSP00000341674	13.5
1844604	9606.ENSP00000258418	56.0
1855532	9606.ENSP00000360761	2.01
1854984	9606.ENSP00000358232	0.046
1852029	9606.ENSP00000337722	4.65
1852137	9606.ENSP00000338770	0.347
1842199	9606.ENSP00000029410	0.472
1842993	9606.ENSP00000224140	1.06
1847095	9606.ENSP00000287916	1.28
1864257	9606.ENSP00000469886	0.429
1846530	9606.ENSP00000277491	0.029
1853445	9606.ENSP00000349467	785
1847916	9606.ENSP00000297977	0.395
1850354	9606.ENSP00000321455	0.122
1847515	9606.ENSP00000294954	0.437
1847514	9606.ENSP00000294952	6.5
1861794	9606.ENSP00000429462	0
1852887	9606.ENSP00000345029	0.455
1857848	9606.ENSP00000374354	16.9
1852334	9606.ENSP00000340507	5.28
1844234	9606.ENSP00000253490	0.148
1852886	9606.ENSP00000345024	0.888
1844235	9606.ENSP00000253496	289
1849812	9606.ENSP00000315702	31.9
1849811	9606.ENSP00000315700	10.9
1843602	9606.ENSP00000241600	27.7
1842853	9606.ENSP00000221665	1.48
1848231	9606.ENSP00000301019	1.15
1846503	9606.ENSP00000276585	35.3
1848230	9606.ENSP00000301015	1.02
1848229	9606.ENSP00000301012	29.2
1848228	9606.ENSP00000301011	22.9
1843245	9606.ENSP00000230301	0.142
1854963	9606.ENSP00000358153	1659
1847519	9606.ENSP00000295025	12.3
1854964	9606.ENSP00000358154	1111
1848059	9606.ENSP00000299415	0.346
1854967	9606.ENSP00000358159	7.43
1854966	9606.ENSP00000358158	1181
1853058	9606.ENSP00000346483	48.3
1842112	9606.ENSP00000001008	237
1842804	9606.ENSP00000220822	6.24
1863912	9606.ENSP00000465204	0.101
1853548	9606.ENSP00000350132	2.3
1852476	9606.ENSP00000341565	0.911
1853595	9606.ENSP00000350425	1421
1850908	9606.ENSP00000327268	50.9
1858724	9606.ENSP00000382345	0.217
1850005	9606.ENSP00000318057	0.035
1850284	9606.ENSP00000320815	0.43
1850283	9606.ENSP00000320813	0.003
1850258	9606.ENSP00000320543	5.25
1852341	9606.ENSP00000340568	0.118
1844556	9606.ENSP00000257934	0.368
1844212	9606.ENSP00000253270	0.137
1842155	9606.ENSP00000008527	0.501
1843700	9606.ENSP00000244096	3.72
1847608	9606.ENSP00000295704	2.33
1850369	9606.ENSP00000321636	1.56
1854444	9606.ENSP00000355735	0.077
1858455	9606.ENSP00000380271	0.281
1852172	9606.ENSP00000339090	3.77
1844565	9606.ENSP00000258062	31.2
1864181	9606.ENSP00000469542	0.855
1846642	9606.ENSP00000279804	1.07
1847125	9606.ENSP00000288422	2.83
1843643	9606.ENSP00000242804	0.337
1860874	9606.ENSP00000410833	57.3
1850647	9606.ENSP00000324510	0.156
1862256	9606.ENSP00000443772	25.4
1863099	9606.ENSP00000457111	4.15
1861530	9606.ENSP00000421542	0.015
1849021	9606.ENSP00000307940	866
1857498	9606.ENSP00000371661	0.1
1855361	9606.ENSP00000359891	0.074
1853182	9606.ENSP00000347538	0.946
1855664	9606.ENSP00000361418	1.45
1862237	9606.ENSP00000443070	1.13
1860542	9606.ENSP00000405620	19.3
1853181	9606.ENSP00000347532	21.5
1851606	9606.ENSP00000333640	1.1
1861798	9606.ENSP00000429562	0.207
1855662	9606.ENSP00000361411	0.526
1847287	9606.ENSP00000291527	8.0
1855663	9606.ENSP00000361413	0.087
1847344	9606.ENSP00000292327	64.3
1850533	9606.ENSP00000323300	2.65
1845193	9606.ENSP00000262648	0.208
1860989	9606.ENSP00000412788	19.9
1851481	9606.ENSP00000332511	5.47
1843027	9606.ENSP00000225512	0.335
1851482	9606.ENSP00000332513	1.77
1850173	9606.ENSP00000319705	0.116
1863060	9606.ENSP00000456609	1.29
1845095	9606.ENSP00000262219	4.66
1856030	9606.ENSP00000363124	0.424
1854917	9606.ENSP00000357906	8.01
1845091	9606.ENSP00000262210	0.867
1845092	9606.ENSP00000262211	1.51
1861662	9606.ENSP00000425658	0.687
1845094	9606.ENSP00000262215	7.02
1842789	9606.ENSP00000220531	6.67
1847356	9606.ENSP00000292450	0.771
1851845	9606.ENSP00000335392	0.089
1850959	9606.ENSP00000327764	0.6
1848791	9606.ENSP00000305958	393
1846784	9606.ENSP00000282308	0.233
1851846	9606.ENSP00000335397	1.64
1852816	9606.ENSP00000344432	7.45
1848923	9606.ENSP00000307156	30.2
1858205	9606.ENSP00000378033	0.289
1843998	9606.ENSP00000250160	0.304
1848393	9606.ENSP00000302276	5.58
1848392	9606.ENSP00000302274	0.411
1849703	9606.ENSP00000314414	168
1860344	9606.ENSP00000402414	0
1847304	9606.ENSP00000291634	12.1
1859034	9606.ENSP00000385432	96.7
1864473	9606.ENSP00000470808	0
1847886	9606.ENSP00000297565	0.078
1845820	9606.ENSP00000265870	0.563
1857266	9606.ENSP00000370047	0.509
1853063	9606.ENSP00000346537	2.62
1854032	9606.ENSP00000353769	8.22
1850188	9606.ENSP00000319831	12.5
1864728	9606.ENSP00000472195	0.082
1860770	9606.ENSP00000409195	0.085
1847394	9606.ENSP00000293255	0.168
1864726	9606.ENSP00000472192	0.445
1856039	9606.ENSP00000363189	5.25
1842415	9606.ENSP00000203664	1.62
1854178	9606.ENSP00000354645	0.347
1857442	9606.ENSP00000371271	105
1846359	9606.ENSP00000274063	3.65
1858957	9606.ENSP00000384573	0.092
1843876	9606.ENSP00000247815	0.629
1842477	9606.ENSP00000215061	0.022
1849543	9606.ENSP00000312506	2.51
1844996	9606.ENSP00000261799	2.92
1857627	9606.ENSP00000372720	0.004
1859895	9606.ENSP00000395811	0.058
1858350	9606.ENSP00000379294	3.86
1844682	9606.ENSP00000259335	23.8
1849959	9606.ENSP00000317431	0.729
1859302	9606.ENSP00000387841	4.05
1861626	9606.ENSP00000424381	5.7
1844683	9606.ENSP00000259339	2.58
1860277	9606.ENSP00000401435	12.2
1849531	9606.ENSP00000312402	2.16
1853803	9606.ENSP00000352144	1.11
1852732	9606.ENSP00000343701	26.8
1859536	9606.ENSP00000391121	48.6
1847037	9606.ENSP00000286800	1.25
1843976	9606.ENSP00000249806	5.57
1860278	9606.ENSP00000401437	36.5
1864409	9606.ENSP00000470555	0.748
1846307	9606.ENSP00000273258	324
1854651	9606.ENSP00000356687	0.303
1843650	9606.ENSP00000243045	8.29
1849978	9606.ENSP00000317691	4.52
1843051	9606.ENSP00000225777	19.5
1861351	9606.ENSP00000418287	10.9
1863895	9606.ENSP00000464793	0
1842705	9606.ENSP00000218388	111
1864888	9606.ENSP00000472998	186
1862132	9606.ENSP00000439594	7.09
1846608	9606.ENSP00000278980	6.66
1852068	9606.ENSP00000338057	7.3
1845780	9606.ENSP00000265634	0.207
1852067	9606.ENSP00000338050	1.15
1842411	9606.ENSP00000203407	197
1848467	9606.ENSP00000302896	1411
1848466	9606.ENSP00000302895	0.096
1860493	9606.ENSP00000404833	229
1854471	9606.ENSP00000355884	4.01
1856460	9606.ENSP00000365402	443
1844983	9606.ENSP00000261745	9.29
1854470	9606.ENSP00000355880	5.75
1851270	9606.ENSP00000330606	0.01
1844982	9606.ENSP00000261741	6.57
1844981	9606.ENSP00000261740	0.757
1844987	9606.ENSP00000261758	74.2
1844635	9606.ENSP00000258772	11.7
1847862	9606.ENSP00000297375	3.73
1847861	9606.ENSP00000297373	0.167
1844589	9606.ENSP00000258341	32.0
1844984	9606.ENSP00000261749	26.2
1861056	9606.ENSP00000414037	0.245
1862184	9606.ENSP00000441588	0.003
1853857	9606.ENSP00000352510	0.429
1856007	9606.ENSP00000362994	15.6
1843952	9606.ENSP00000249116	1.91
1862710	9606.ENSP00000450607	2.49
1845436	9606.ENSP00000263921	0.469
1845437	9606.ENSP00000263923	0.467
1848421	9606.ENSP00000302564	12.0
1845438	9606.ENSP00000263925	0.21
1850274	9606.ENSP00000320672	0.34
1861107	9606.ENSP00000414786	0.178
1846550	9606.ENSP00000278187	0.951
1851144	9606.ENSP00000329403	2.2
1845390	9606.ENSP00000263672	70.7
1845391	9606.ENSP00000263674	1.63
1856693	9606.ENSP00000366693	0.294
1849073	9606.ENSP00000308466	12.5
1856692	9606.ENSP00000366690	0.144
1856694	9606.ENSP00000366697	0.139
1849072	9606.ENSP00000308461	0.003
1845835	9606.ENSP00000265981	0.998
1845836	9606.ENSP00000265983	5132
1850061	9606.ENSP00000318615	0.119
1845901	9606.ENSP00000266736	0.653
1848627	9606.ENSP00000304331	0.09
1857832	9606.ENSP00000374212	4.68
1845837	9606.ENSP00000265986	42.9
1854294	9606.ENSP00000355084	0.616
1854697	9606.ENSP00000356953	14.4
1845756	9606.ENSP00000265459	0.581
1857833	9606.ENSP00000374218	0.084
1857768	9606.ENSP00000373539	0.249
1854293	9606.ENSP00000355082	0.065
1847595	9606.ENSP00000295628	0.56
1849235	9606.ENSP00000309845	68.2
1858740	9606.ENSP00000382508	1.47
1844879	9606.ENSP00000261292	0.322
1842321	9606.ENSP00000174618	0.768
1844880	9606.ENSP00000261296	0.183
1842273	9606.ENSP00000159087	0.113
1857030	9606.ENSP00000368752	20.3
1842341	9606.ENSP00000182290	0.15
1856911	9606.ENSP00000367926	0.003
1856953	9606.ENSP00000368207	0.094
1858739	9606.ENSP00000382507	1.66
1861070	9606.ENSP00000414253	0.363
1844133	9606.ENSP00000252519	1.11
1848519	9606.ENSP00000303325	0.439
1854260	9606.ENSP00000354932	0.042
1864450	9606.ENSP00000470734	0.081
1858951	9606.ENSP00000384524	0.136
1844132	9606.ENSP00000252512	28.4
1850773	9606.ENSP00000325817	30.4
1852583	9606.ENSP00000342343	25.3
1852628	9606.ENSP00000342830	266
1852629	9606.ENSP00000342832	0.08
1848956	9606.ENSP00000307443	0.485
1853332	9606.ENSP00000348704	11.8
1853333	9606.ENSP00000348706	1631
1848958	9606.ENSP00000307447	0.065
1848957	9606.ENSP00000307445	0.182
1846880	9606.ENSP00000284031	80.5
1849585	9606.ENSP00000312946	1.41
1850545	9606.ENSP00000323424	3.86
1853334	9606.ENSP00000348708	9.4
1849584	9606.ENSP00000312942	0.609
1853276	9606.ENSP00000348258	1659
1855135	9606.ENSP00000358932	0.217
1855134	9606.ENSP00000358931	1.95
1851236	9606.ENSP00000330276	0.429
1854747	9606.ENSP00000357130	34.5
1847925	9606.ENSP00000298068	0.686
1858837	9606.ENSP00000383402	5.78
1858753	9606.ENSP00000382646	0.101
1851237	9606.ENSP00000330278	0.01
1848787	9606.ENSP00000305919	0.004
1854672	9606.ENSP00000356825	0.339
1843824	9606.ENSP00000246551	0.023
1849411	9606.ENSP00000311364	24.3
1847018	9606.ENSP00000286548	68.6
1852778	9606.ENSP00000344166	30.4
1849912	9606.ENSP00000316881	1.07
1843826	9606.ENSP00000246554	283
1863411	9606.ENSP00000459775	14.3
1852777	9606.ENSP00000344162	0.654
1842896	9606.ENSP00000222250	0.317
1842387	9606.ENSP00000199814	22.5
1861698	9606.ENSP00000427125	0
1861697	9606.ENSP00000427123	20.1
1849412	9606.ENSP00000311368	1.96
1842898	9606.ENSP00000222256	29.8
1842680	9606.ENSP00000217961	5.97
1854190	9606.ENSP00000354681	45.5
1854189	9606.ENSP00000354680	0.339
1852183	9606.ENSP00000339179	0.014
1854192	9606.ENSP00000354687	17.8
1854191	9606.ENSP00000354686	1.52
1851200	9606.ENSP00000329942	0.345
1851201	9606.ENSP00000329943	0.413
1851406	9606.ENSP00000331897	413
1843923	9606.ENSP00000248643	0.886
1842710	9606.ENSP00000218652	0.671
1844645	9606.ENSP00000258884	0.598
1850519	9606.ENSP00000323178	3.09
1844646	9606.ENSP00000258886	2.74
1861934	9606.ENSP00000433378	0.291
1846866	9606.ENSP00000283684	0.637
1842566	9606.ENSP00000216218	233
1850832	9606.ENSP00000326411	8.2
1859215	9606.ENSP00000386881	11.7
1842565	9606.ENSP00000216214	1.1
1859216	9606.ENSP00000386884	4.45
1844416	9606.ENSP00000256255	1.73
1842564	9606.ENSP00000216211	0.086
1845260	9606.ENSP00000262982	153
1855170	9606.ENSP00000359095	1.37
1854799	9606.ENSP00000357429	22.7
1847960	9606.ENSP00000298396	1.01
1855619	9606.ENSP00000361177	0.366
1855618	9606.ENSP00000361173	0.517
1862712	9606.ENSP00000450635	30.4
1855617	9606.ENSP00000361170	0.822
1842538	9606.ENSP00000216068	2.24
1863953	9606.ENSP00000466420	9.21
1861688	9606.ENSP00000426781	0.003
1857146	9606.ENSP00000369407	1.16
1852286	9606.ENSP00000340088	0.015
1852287	9606.ENSP00000340089	0.093
1846014	9606.ENSP00000268379	228
1857145	9606.ENSP00000369402	2.33
1857144	9606.ENSP00000369400	0.654
1861176	9606.ENSP00000415786	27.0
1852285	9606.ENSP00000340083	0.161
1857104	9606.ENSP00000369154	4.55
1857147	9606.ENSP00000369409	0.649
1846733	9606.ENSP00000281537	19.6
1845085	9606.ENSP00000262188	3.56
1845086	9606.ENSP00000262189	0.886
1853762	9606.ENSP00000351740	11.8
1862271	9606.ENSP00000444408	54.0
1857529	9606.ENSP00000371872	0.196
1857528	9606.ENSP00000371870	0.027
1846351	9606.ENSP00000274000	1.75
1845083	9606.ENSP00000262186	0.31
1845084	9606.ENSP00000262187	56.1
1845642	9606.ENSP00000264914	4.47
1843382	9606.ENSP00000234071	94.7
1853141	9606.ENSP00000347195	0.122
1861385	9606.ENSP00000418897	0.295
1842386	9606.ENSP00000199764	12.7
1853389	9606.ENSP00000349078	173
1849440	9606.ENSP00000311572	67.4
1844739	9606.ENSP00000259939	0
1843203	9606.ENSP00000229340	95.6
1846355	9606.ENSP00000274030	0.038
1858860	9606.ENSP00000383599	2.06
1851899	9606.ENSP00000336607	2.94
1851898	9606.ENSP00000336606	0.324
1842656	9606.ENSP00000217299	0.014
1859907	9606.ENSP00000396045	0.027
1846617	9606.ENSP00000279146	60.8
1850598	9606.ENSP00000323928	0.503
1849247	9606.ENSP00000310015	1.03
1849753	9606.ENSP00000315064	0.844
1842839	9606.ENSP00000221476	68.0
1864617	9606.ENSP00000471649	3.08
1860663	9606.ENSP00000407436	0.092
1858648	9606.ENSP00000381739	0.108
1852302	9606.ENSP00000340261	0.004
1852096	9606.ENSP00000338330	0.032
1843049	9606.ENSP00000225737	1.18
1846697	9606.ENSP00000281017	0.401
1858892	9606.ENSP00000384015	14.5
1852402	9606.ENSP00000341021	0.244
1849724	9606.ENSP00000314620	107
1842319	9606.ENSP00000173527	78.4
1853006	9606.ENSP00000346037	1104
1864768	9606.ENSP00000472390	0.704
1846128	9606.ENSP00000270077	1.49
1842915	9606.ENSP00000222388	39.4
1848007	9606.ENSP00000298937	3.48
1858893	9606.ENSP00000384018	10.9
1853529	9606.ENSP00000350005	1.72
1857569	9606.ENSP00000372210	21.3
1848695	9606.ENSP00000305011	0.149
1846976	9606.ENSP00000285848	14.0
1845220	9606.ENSP00000262817	0.195
1849668	9606.ENSP00000313936	1.13
1850446	9606.ENSP00000322419	887
1842674	9606.ENSP00000217740	0.034
1863970	9606.ENSP00000466933	0.269
1843766	9606.ENSP00000245551	7.82
1843767	9606.ENSP00000245552	37.7
1855246	9606.ENSP00000359417	13.5
1854778	9606.ENSP00000357304	2.89
1855245	9606.ENSP00000359415	0.009
1854779	9606.ENSP00000357306	1.94
1854777	9606.ENSP00000357301	0.149
1854846	9606.ENSP00000357651	0.943
1854845	9606.ENSP00000357650	5.52
1844194	9606.ENSP00000253063	0.307
1845219	9606.ENSP00000262812	155
1844800	9606.ENSP00000260570	0.42
1846046	9606.ENSP00000268802	7.74
1850391	9606.ENSP00000321821	0.379
1858480	9606.ENSP00000380480	0.179
1864273	9606.ENSP00000469958	0.35
1845564	9606.ENSP00000264552	21.9
1850392	9606.ENSP00000321826	2.65
1864106	9606.ENSP00000469222	0.412
1858481	9606.ENSP00000380488	0.158
1842474	9606.ENSP00000212355	1.91
1843549	9606.ENSP00000240093	0.157
1858997	9606.ENSP00000384900	34.5
1857939	9606.ENSP00000375566	0.17
1846537	9606.ENSP00000277570	6.97
1862212	9606.ENSP00000442291	0.052
1846538	9606.ENSP00000277575	1.49
1843788	9606.ENSP00000245960	1.93
1861266	9606.ENSP00000417128	0.008
1849685	9606.ENSP00000314129	2.28
1846851	9606.ENSP00000283351	4.32
1847401	9606.ENSP00000293280	0.174
